Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%
Raymond Felton,27,POR,PG,60,56,1906,98,2,0,0,0
Landry Fields,23,NYK,SG,66,62,1894,0,49,50,2,0
Darren Collison,24,IND,PG,60,56,1878,100,0,0,0,0
Carmelo Anthony,27,NYK,SF,55,55,1876,0,1,73,26,0
Caron Butler,31,LAC,SF,63,63,1871,0,1,95,3,0
Brandon Bass,26,BOS,PF,59,39,1868,0,0,0,97,3
Kevin Garnett,35,BOS,C,60,60,1864,0,0,0,13,87
Gerald Henderson,24,CHA,SG,55,55,1831,0,88,12,0,0
Alonzo Gee,24,CLE,SG,63,31,1827,0,49,50,1,0
Mario Chalmers,25,MIA,PG,64,64,1825,96,4,0,0,0
Andre Miller,35,DEN,SG,66,7,1809,51,49,0,0,0
Chandler Parsons,23,HOU,SF,63,57,1804,0,0,86,14,0
José Calderón,30,TOR,PG,53,53,1799,99,1,0,0,0
DeAndre Jordan,23,LAC,C,66,66,1798,0,0,0,0,100
Serge Ibaka,22,OKC,PF,66,66,1792,0,0,0,94,7
Kemba Walker,21,CHA,PG,66,25,1792,100,0,0,0,0
Nicolas Batum,23,POR,SF,59,34,1791,0,1,66,33,0
Marcus Thornton,24,SAC,SG,51,51,1780,34,65,1,0,0
O.J. Mayo,24,MEM,SG,66,0,1771,4,80,17,0,0
JJ Redick,27,ORL,SG,65,22,1765,1,98,1,0,0
Al Harrington,31,DEN,PF,64,1,1761,0,0,0,81,19
Courtney Lee,26,HOU,SG,58,26,1757,1,91,9,0,0
Thaddeus Young,23,PHI,PF,63,1,1755,0,0,0,97,3
Jordan Crawford,23,WAS,SG,64,32,1753,3,96,1,0,0
Goran Dragić,25,HOU,PG,66,28,1752,80,20,0,0,0
Luke Ridnour,30,MIN,SG,53,53,1750,42,56,1,0,0
Richard Jefferson,31,2TM,SF,63,44,1748,0,1,79,19,0
Richard Jefferson,31,SAS,SF,41,41,1168,0,0,82,18,0
Richard Jefferson,31,GSW,SF,22,3,580,0,4,74,22,0
Kendrick Perkins,27,OKC,C,65,65,1744,0,0,0,0,100
Devin Harris,28,UTA,PG,63,63,1741,98,2,0,0,0
Elton Brand,32,PHI,C,60,60,1732,0,0,0,47,53
Nick Young,26,2TM,SG,62,35,1729,0,57,42,1,0
Nick Young,26,WAS,SG,40,32,1211,0,65,35,0,0
Nick Young,26,LAC,SG,22,3,518,0,39,60,1,0
Metta World Peace,32,LAL,SF,64,45,1720,0,0,97,3,0
Brandon Rush,26,GSW,SF,65,1,1717,0,31,63,6,0
Evan Turner,23,PHI,SF,65,20,1713,1,3,90,6,0
Ramon Sessions,25,2TM,PG,64,23,1707,93,7,0,0,0
Ramon Sessions,25,CLE,PG,41,4,1006,100,0,0,0,0
Ramon Sessions,25,LAL,PG,23,19,701,83,17,0,0,0
Greivis Vásquez,25,NOH,PG,66,26,1706,21,71,9,0,0
Jameer Nelson,29,ORL,PG,57,57,1706,100,0,0,0,0
Iman Shumpert,21,NYK,PG,59,35,1705,34,65,2,0,0
Randy Foye,28,LAC,SG,65,48,1682,1,84,15,0,0
Lou Williams,25,PHI,PG,64,0,1682,100,0,0,0,0
Channing Frye,28,PHO,PF,64,59,1669,0,0,0,94,6
Jason Thompson,25,SAC,PF,64,47,1657,0,0,0,83,17
Isaiah Thomas,22,SAC,PG,65,37,1656,100,0,0,0,0
Ersan İlyasova,24,MIL,PF,60,41,1655,0,0,0,83,17
Hedo Türkoğlu,32,ORL,SF,53,53,1653,0,0,93,7,0
Dorell Wright,26,GSW,SF,61,61,1650,0,5,75,20,0
MarShon Brooks,23,NJN,SG,56,47,1648,4,88,8,0,0
Jodie Meeks,24,PHI,SG,66,50,1644,6,89,5,0,0
Rodney Stuckey,25,DET,SG,55,48,1644,2,93,5,0,0
Zaza Pachulia,27,ATL,C,58,44,1640,0,0,0,0,100
Anthony Morrow,26,NJN,SG,62,18,1636,1,55,43,0,0
Ronnie Brewer,26,CHI,SG,66,43,1635,0,59,41,0,0
Tim Duncan,35,SAS,C,58,58,1634,0,0,0,0,100
Dwyane Wade,30,MIA,SG,49,49,1625,7,92,1,0,0
Jamal Crawford,31,POR,PG,60,6,1613,38,61,1,0,0
Klay Thompson,21,GSW,SG,66,29,1608,7,83,10,0,0
Jason Richardson,31,ORL,SG,54,54,1591,0,66,33,1,0
Udonis Haslem,31,MIA,PF,64,10,1589,0,0,0,89,11
Ray Allen,36,BOS,SG,46,42,1565,0,94,6,0,0
James Johnson,24,TOR,SF,62,40,1561,0,0,61,39,0
Kyrie Irving,19,CLE,PG,51,51,1558,85,15,0,0,0
Amir Johnson,24,TOR,PF,64,43,1553,0,0,0,83,17
Amar'e Stoudemire,29,NYK,PF,47,47,1543,0,0,1,84,15
Vince Carter,35,DAL,SG,61,40,1542,0,42,58,0,0
Carlos Delfino,29,MIL,SF,54,53,1537,0,45,55,0,0
JaVale McGee,24,2TM,C,61,45,1535,0,0,0,1,99
JaVale McGee,24,WAS,C,41,40,1124,0,0,0,0,100
JaVale McGee,24,DEN,C,20,5,411,0,0,0,3,97
Ed Davis,22,TOR,PF,66,9,1534,0,0,0,44,56
Kawhi Leonard,20,SAS,SF,64,39,1534,0,20,73,7,0
Jarrett Jack,28,NOH,PG,45,39,1530,98,2,0,0,0
Tony Allen,30,MEM,SG,58,57,1525,8,92,0,0,0
Danny Green,24,SAS,SG,66,38,1522,0,68,31,1,0
Kyle Lowry,25,HOU,PG,47,38,1510,100,0,0,0,0
Derek Fisher,37,2TM,PG,63,43,1508,99,1,0,0,0
Derek Fisher,37,LAL,PG,43,43,1101,98,2,0,0,0
Derek Fisher,37,OKC,PG,20,0,407,100,0,0,0,0
Marvin Williams,25,ATL,SF,57,37,1500,0,1,78,21,0
Shane Battier,33,MIA,SF,65,10,1499,0,32,65,3,0
Patrick Patterson,22,HOU,PF,64,1,1483,0,0,5,83,12
Al-Farouq Aminu,21,NOH,SF,66,21,1477,0,1,88,12,0
Mo Williams,29,LAC,SG,52,1,1472,30,68,2,0,0
Wesley Johnson,24,MIN,SF,65,64,1469,0,50,50,0,0
Kyle Korver,30,CHI,SG,65,7,1469,0,90,10,0,0
Drew Gooden,30,MIL,C,56,46,1469,0,0,0,1,99
Jonas Jerebko,24,DET,PF,64,13,1468,0,0,2,86,12
Jason Maxiell,28,DET,PF,65,42,1466,0,0,1,99,1
Byron Mullens,22,CHA,C,65,25,1465,0,0,0,1,99
Bismack Biyombo,19,CHA,C,63,41,1455,0,0,0,34,66
Samuel Dalembert,30,HOU,C,65,45,1446,0,0,0,0,100
Mike Dunleavy,31,MIL,SF,55,3,1445,0,11,82,7,0
Derrick Brown,24,CHA,SF,65,17,1443,0,1,91,8,0
Tyler Hansbrough,26,IND,PF,66,0,1442,0,0,0,37,64
Matt Barnes,31,LAL,SF,63,16,1440,0,16,84,1,0
Chris Singleton,22,WAS,SF,66,51,1431,0,0,93,7,0
Glen Davis,26,ORL,PF,61,13,1427,0,0,0,45,55
Tristan Thompson,20,CLE,PF,60,25,1424,0,0,0,36,64
Boris Diaw,29,2TM,PF,57,35,1424,0,0,1,82,16
Boris Diaw,29,CHA,PF,37,28,1018,0,0,2,91,8
Boris Diaw,29,SAS,PF,20,7,406,0,0,0,62,38
Derrick Williams,20,MIN,PF,66,15,1418,0,0,5,89,6
D.J. Augustin,24,CHA,PG,48,46,1408,77,23,0,0,0
Ricky Rubio,21,MIN,PG,41,31,1404,85,15,0,0,0
Shannon Brown,26,PHO,SG,59,19,1400,0,97,3,0,0
Ben Gordon,28,DET,SG,52,21,1398,28,72,1,0,0
Leandro Barbosa,29,2TM,SG,64,0,1382,7,93,0,0,0
Leandro Barbosa,29,TOR,SG,42,0,946,10,90,0,0,0
Leandro Barbosa,29,IND,SG,22,0,436,0,99,1,0,0
Jason Kidd,38,DAL,PG,48,48,1379,65,35,0,0,0
Grant Hill,39,PHO,SF,49,46,1378,0,0,97,3,0
Derrick Favors,20,UTA,PF,65,9,1376,0,0,0,79,21
Derrick Rose,23,CHI,PG,39,39,1375,93,7,0,0,0
Chris Kaman,29,NOH,C,47,33,1372,0,0,0,0,100
Avery Bradley,21,BOS,PG,64,28,1368,67,33,0,0,0
DeJuan Blair,22,SAS,PF,64,62,1363,0,0,0,91,9
Marcus Camby,37,2TM,C,59,53,1352,0,0,0,0,100
Marcus Camby,37,POR,C,40,40,894,0,0,0,0,100
Marcus Camby,37,HOU,C,19,13,458,0,0,0,1,99
Danilo Gallinari,23,DEN,SF,43,40,1351,0,0,75,24,1
Trevor Ariza,26,NOH,SF,41,41,1350,0,11,87,2,0
Joel Anthony,29,MIA,C,64,51,1349,0,0,0,0,100
Marreese Speights,24,MEM,PF,60,54,1345,0,0,0,69,31
Omri Casspi,23,CLE,SF,65,35,1341,0,0,99,1,0
Matt Bonner,31,SAS,PF,65,2,1326,0,0,0,83,17
Nick Collison,31,OKC,PF,63,0,1307,0,0,0,60,41
Chase Budinger,23,HOU,SF,58,9,1298,0,20,77,3,0
Ekpe Udoh,24,2TM,C,61,11,1290,0,0,0,12,88
Ekpe Udoh,24,GSW,C,38,6,827,0,0,0,12,88
Ekpe Udoh,24,MIL,C,23,5,463,0,0,0,11,89
Corey Brewer,25,DEN,SF,59,17,1287,0,11,86,4,0
Taj Gibson,26,CHI,PF,63,0,1284,0,0,0,97,3
Anthony Parker,36,CLE,SF,51,51,1280,0,38,61,1,0
Shelden Williams,28,NJN,C,58,35,1276,0,0,0,25,75
George Hill,25,IND,PG,50,9,1274,59,41,0,0,0
Nikola Peković,26,MIN,C,47,35,1264,0,0,0,0,100
Kevin Martin,28,HOU,SG,40,40,1264,0,76,24,1,0
Trevor Booker,24,WAS,PF,50,32,1261,0,0,0,94,6
Norris Cole,23,MIA,PG,65,2,1260,100,0,0,0,0
John Salmons,32,SAC,SF,46,32,1250,0,2,90,8,0
J.J. Hickson,23,2TM,PF,54,19,1244,0,0,6,78,16
J.J. Hickson,23,SAC,PF,35,9,644,0,0,11,85,4
J.J. Hickson,23,POR,PF,19,10,600,0,0,0,70,30
Steve Blake,31,LAL,PG,53,5,1237,100,0,0,0,0
Kirk Hinrich,31,ATL,SG,48,31,1237,32,67,1,0,0
Markieff Morris,22,PHO,PF,63,7,1227,0,0,0,95,5
Chris Duhon,29,ORL,PG,63,9,1226,100,0,0,0,0
Stephen Jackson,33,2TM,SF,47,14,1212,0,23,68,9,0
Stephen Jackson,33,MIL,SF,26,13,712,0,39,59,2,0
Stephen Jackson,33,SAS,SF,21,1,500,0,0,81,19,0
Gary Neal,27,SAS,SG,56,7,1206,45,55,0,0,0
Nate Robinson,27,GSW,PG,51,9,1192,100,0,0,0,0
Kevin Séraphin,22,WAS,C,57,21,1176,0,0,0,5,95
C.J. Watson,27,CHI,PG,49,25,1159,97,4,0,0,0
Rodrigue Beaubois,23,DAL,PG,53,12,1151,100,0,0,0,0
Brendan Haywood,32,DAL,C,54,54,1146,0,0,0,0,100
C.J. Miles,24,UTA,SG,56,14,1145,0,68,32,0,0
Martell Webster,25,MIN,SF,47,26,1140,0,31,69,0,0
Ian Mahinmi,25,DAL,C,61,12,1139,0,0,0,0,100
Jimmer Fredette,22,SAC,PG,61,7,1135,76,24,0,0,0
Dominic McGuire,26,GSW,PF,64,6,1127,0,2,13,75,11
Dante Cunningham,24,MEM,PF,64,5,1124,0,0,2,97,2
Tiago Splitter,27,SAS,C,59,2,1121,0,0,0,12,88
Nenê,29,2TM,C,39,33,1110,0,0,0,26,74
Nenê,29,DEN,C,28,27,826,0,0,0,35,66
Nenê,29,WAS,C,11,6,284,0,0,0,0,100
D.J. White,25,CHA,PF,58,11,1098,0,0,1,70,29
Shaun Livingston,26,MIL,SG,58,27,1092,8,83,9,0,0
Gustavo Ayón,26,NOH,PF,54,24,1088,0,0,0,65,35
Michael Beasley,23,MIN,SF,47,7,1087,0,0,73,26,1
Beno Udrih,29,MIL,SG,59,0,1080,56,44,1,0,0
Jan Veselý,21,WAS,PF,57,20,1078,0,0,0,68,32
Delonte West,28,DAL,PG,44,33,1060,91,9,0,0,0
Linas Kleiza,27,TOR,SF,49,3,1057,0,2,67,30,0
Dahntay Jones,31,IND,SF,65,3,1052,0,5,95,0,0
Chuck Hayes,28,SAC,C,54,9,1039,0,0,0,27,73
Kenneth Faried,22,DEN,PF,46,39,1037,0,0,1,93,7
Earl Watson,32,UTA,PG,50,2,1033,100,0,0,0,0
J.J. Barea,27,MIN,PG,41,11,1032,100,0,0,0,0
Andrea Bargnani,26,TOR,C,31,31,1032,0,0,0,22,78
Lamar Odom,32,DAL,SF,50,4,1027,0,0,34,65,1
Steve Novak,28,NYK,PF,54,0,1020,0,0,16,83,1
Tyrus Thomas,25,CHA,PF,54,30,1013,0,0,38,62,0
Luc Mbah a Moute,25,MIL,PF,43,22,1009,0,0,25,73,2
Quincy Pondexter,23,MEM,SF,64,8,1002,0,27,67,7,0
Carl Landry,28,NOH,PF,41,8,999,0,0,1,94,5
Josh Howard,31,UTA,SF,43,18,991,0,36,64,0,0
Daequan Cook,24,OKC,SG,57,22,989,0,90,9,1,0
Ben Wallace,37,DET,C,62,11,980,0,0,0,23,77
Wayne Ellington,24,MIN,SG,51,4,973,17,76,8,0,0
Ömer Aşık,25,CHI,C,66,2,971,0,0,0,0,100
J.R. Smith,26,NYK,SG,35,1,967,1,60,39,0,0
DeShawn Stevenson,30,NJN,SF,51,30,960,0,12,83,5,0
Troy Murphy,31,LAL,PF,59,0,956,0,0,0,89,11
Jason Smith,25,NOH,PF,40,29,947,0,0,0,58,42
Kenyon Martin,34,LAC,PF,42,0,940,0,0,0,65,35
Jeremy Lin,23,NYK,PG,35,25,940,96,4,0,0,0
Alec Burks,20,UTA,SG,59,0,939,2,96,3,0,0
Ivan Johnson,27,ATL,PF,56,0,934,0,0,4,64,33
Damien Wilkins,32,DET,SF,60,2,922,0,34,66,0,0
Willie Green,30,ATL,SG,53,2,922,1,96,4,0,0
Mickaël Piétrus,29,BOS,SG,42,6,921,0,38,59,3,0
Johan Petro,26,NJN,C,59,10,920,0,0,0,2,98
Spencer Hawes,23,PHI,C,37,29,920,0,0,0,0,100
Daniel Gibson,25,CLE,SG,35,7,916,6,92,2,0,0
Thabo Sefolosha,27,OKC,SG,42,42,914,0,78,19,2,0
Robin Lopez,23,PHO,C,64,0,895,0,0,0,0,100
Sebastian Telfair,26,PHO,PG,60,1,895,100,0,0,0,0
Charles Jenkins,22,GSW,PG,51,28,893,96,4,0,0,0
Anthony Tolliver,26,MIN,SF,51,0,882,0,0,78,22,0
Corey Maggette,32,CHA,SF,32,28,881,0,0,99,1,0
Enes Freedom,19,UTA,C,66,0,874,0,0,0,1,99
Quentin Richardson,31,ORL,SF,48,3,866,0,2,98,1,0
Tracy McGrady,32,ATL,SF,52,0,837,0,3,94,4,0
Jordan Farmar,25,NJN,PG,39,5,831,100,0,0,0,0
Samardo Samuels,23,CLE,C,54,0,825,0,0,0,8,93
Aaron Gray,27,TOR,C,49,40,813,0,0,0,0,100
Nikola Vučević,21,PHI,C,51,15,812,0,0,0,3,97
Kurt Thomas,39,POR,C,53,3,803,0,0,0,3,97
Francisco García,30,SAC,SF,49,3,798,0,29,69,2,0
Raja Bell,35,UTA,SG,34,33,796,0,100,1,0,0
Sundiata Gaines,25,NJN,SG,57,12,793,63,35,2,0,0
Kosta Koufos,22,DEN,C,48,24,792,0,0,0,9,91
Manu Ginóbili,34,SAS,SG,34,7,792,6,87,7,0,0
Brandan Wright,24,DAL,C,49,0,791,0,0,0,6,95
Anderson Varejão,29,CLE,C,25,25,785,0,0,0,0,100
Gerald Green,26,NJN,SF,31,2,781,0,2,85,13,0
Emeka Okafor,29,NOH,C,27,27,781,0,0,0,19,81
Shelvin Mack,21,WAS,PG,64,0,779,100,0,0,0,0
Donté Greene,23,SAC,PF,53,7,777,0,0,9,83,9
Reggie Evans,31,LAC,PF,56,0,771,0,0,4,91,5
Michael Redd,32,PHO,SG,51,2,770,0,63,37,0,0
Greg Stiemsma,26,BOS,C,55,3,766,0,0,0,1,100
Xavier Henry,20,NOH,SG,45,0,759,0,58,41,0,0
Vladimir Radmanović,31,ATL,SF,49,3,755,0,0,32,66,3
Lou Amundson,29,IND,PF,60,0,753,0,0,0,96,4
Mike Miller,31,MIA,SG,39,2,752,2,63,34,1,0
Reggie Williams,25,CHA,SF,33,13,747,0,75,25,0,0
Andris Biedriņš,25,GSW,C,47,35,739,0,0,0,0,100
Zach Randolph,30,MEM,PF,28,8,735,0,0,0,85,15
Stephen Curry,23,GSW,PG,26,23,732,96,5,0,0,0
Jared Jeffries,30,NYK,PF,39,4,729,0,0,1,43,56
Rashard Lewis,32,WAS,SF,28,15,729,0,0,72,28,0
John Lucas III,29,CHI,PG,49,2,726,100,0,0,0,0
Josh McRoberts,24,LAL,PF,50,6,718,0,0,0,99,2
Gary Forbes,26,TOR,SG,48,2,713,17,74,9,0,0
Rudy Fernández,26,DEN,SG,31,1,710,7,70,23,0,0
Jerryd Bayless,23,TOR,PG,31,11,705,79,22,0,0,0
Roger Mason,31,WAS,SG,52,0,697,0,69,31,0,0
Richard Hamilton,33,CHI,SG,28,28,697,0,100,0,0,0
Nazr Mohammed,34,OKC,C,63,1,692,0,0,0,8,92
Timofey Mozgov,25,DEN,C,44,35,687,0,0,0,0,100
Jannero Pargo,32,ATL,PG,50,0,671,100,0,0,0,0
Donald Sloan,24,3TM,PG,33,11,669,78,22,0,0,0
Donald Sloan,24,ATL,PG,5,0,20,100,0,0,0,0
Donald Sloan,24,NOH,PG,3,0,41,100,0,0,0,0
Donald Sloan,24,CLE,PG,25,11,608,76,24,0,0,0
James Jones,31,MIA,SG,51,10,666,2,64,33,1,0
Keyon Dooling,31,BOS,SG,46,2,662,12,86,2,0,0
Toney Douglas,25,NYK,PG,38,9,656,89,11,0,0,0
Larry Sanders,23,MIL,PF,52,0,643,0,0,0,22,79
Jordan Williams,21,NJN,C,43,5,635,0,0,0,29,71
Lance Thomas,23,NOH,PF,42,10,630,0,0,6,91,3
Andray Blatche,25,WAS,PF,26,13,626,0,0,0,79,21
Lavoy Allen,22,PHI,PF,41,15,624,0,0,0,64,36
Henry Walker,24,NYK,SG,32,8,620,0,67,32,1,0
Chauncey Billups,35,LAC,SG,20,20,607,18,73,9,0,0
James Anderson,22,SAS,SG,51,2,603,0,72,28,0,0
Austin Daye,23,DET,SF,41,4,603,0,1,89,10,0
Matt Carroll,31,CHA,SG,53,2,596,0,90,8,1,0
Baron Davis,32,NYK,PG,29,14,595,94,6,0,0,0
Jermaine O'Neal,33,BOS,C,25,24,570,0,0,0,59,41
A.J. Price,25,IND,PG,44,1,568,97,3,0,0,0
Jeremy Tyler,20,GSW,C,42,23,568,0,0,0,2,98
Earl Clark,24,ORL,PF,45,1,559,0,0,6,87,7
Mike Bibby,33,NYK,PG,39,4,557,100,0,0,0,0
Jon Leuer,22,MIL,PF,46,12,555,0,0,0,82,18
Jordan Hill,24,2TM,C,39,8,551,0,0,0,3,97
Jordan Hill,24,HOU,C,32,7,469,0,0,0,2,98
Jordan Hill,24,LAL,C,7,1,82,0,0,0,7,93
Terrence Williams,24,2TM,SG,30,0,550,0,35,62,3,0
Terrence Williams,24,HOU,SG,12,0,181,0,25,71,4,0
Terrence Williams,24,SAC,SG,18,0,369,0,40,58,2,0
Nolan Smith,23,POR,PG,44,4,541,79,21,0,0,0
Josh Harrellson,22,NYK,PF,37,4,540,0,0,1,33,66
Luke Babbitt,22,POR,SF,40,4,537,0,0,50,50,0
Sasha Pavlović,28,BOS,SF,45,7,527,0,0,87,13,1
Ryan Hollins,27,2TM,C,39,8,522,0,0,0,0,100
Ryan Hollins,27,CLE,C,24,7,362,0,0,0,0,100
Ryan Hollins,27,BOS,C,15,1,160,0,0,0,0,100
Ronnie Price,28,PHO,PG,36,8,517,84,16,0,0,0
Anthony Randolph,22,MIN,PF,34,5,517,0,0,0,54,46
Will Bynum,29,DET,PG,36,0,514,98,2,0,0,0
Shawne Williams,25,NJN,SF,25,6,514,0,0,43,57,0
Jamaal Tinsley,33,UTA,PG,37,1,507,88,12,0,0,0
Hakim Warrick,29,PHO,PF,35,0,503,0,0,25,74,1
Reggie Jackson,21,OKC,PG,45,0,501,92,8,0,0,0
Travis Outlaw,27,SAC,SF,39,5,500,0,0,62,38,0
Josh Childress,28,PHO,SF,34,0,491,0,0,97,3,0
Chris Andersen,33,DEN,C,32,1,486,0,0,0,6,94
Marquis Daniels,31,BOS,SG,38,0,484,1,40,58,2,0
Chris Wilcox,29,BOS,C,28,4,481,0,0,0,46,54
Tobias Harris,19,MIL,SF,42,9,479,0,3,74,23,0
Darko Miličić,26,MIN,C,29,23,472,0,0,0,0,100
Von Wafer,26,ORL,SG,33,1,469,0,70,31,0,0
Craig Smith,28,POR,PF,47,0,464,0,0,0,94,6
Eric Bledsoe,22,LAC,PG,40,1,464,84,16,0,0,0
Alan Anderson,29,TOR,SF,17,12,461,0,24,76,0,0
Manny Harris,22,CLE,SG,26,5,456,4,96,1,0,0
Mehmet Okur,32,NJN,C,17,14,454,0,0,0,2,98
Rasual Butler,32,TOR,SF,34,14,453,0,2,92,6,0
Joel Przybilla,32,POR,C,27,19,449,0,0,0,0,100
Lance Stephenson,21,IND,SG,42,1,442,5,94,1,0,0
Ryan Gomes,29,LAC,SF,32,2,425,0,0,86,13,0
Jeremy Pargo,25,MEM,PG,44,5,424,89,11,0,0,0
Cory Higgins,22,CHA,PG,38,0,423,69,30,1,0,0
Andrew Goudelock,23,LAL,SG,40,0,419,35,65,0,0,0
Bobby Simmons,31,LAC,SF,28,0,418,0,0,86,14,0
Jonny Flynn,22,2TM,PG,29,1,416,100,0,0,0,0
Jonny Flynn,22,HOU,PG,11,0,135,100,0,0,0,0
Jonny Flynn,22,POR,PG,18,1,281,100,0,0,0,0
Devin Ebanks,22,LAL,SG,24,12,396,0,50,49,0,0
Cartier Martin,27,WAS,SF,17,2,391,0,12,87,1,0
Sam Young,26,2TM,SF,35,2,375,2,28,68,2,0
Sam Young,26,MEM,SF,21,2,240,0,19,80,1,0
Sam Young,26,PHI,SF,14,0,135,5,45,46,2,1
Jamaal Magloire,33,TOR,C,34,1,374,0,0,0,12,88
Ben Uzoh,23,2TM,PG,18,8,370,100,0,0,0,0
Ben Uzoh,23,CLE,PG,2,0,13,87,13,0,0,0
Ben Uzoh,23,TOR,PG,16,8,357,100,0,0,0,0
Andrew Bogut,27,MIL,C,12,12,364,0,0,0,0,100
Luke Walton,31,2TM,PF,30,0,364,0,0,5,95,1
Luke Walton,31,LAL,SF,9,0,65,0,0,0,97,3
Luke Walton,31,CLE,PF,21,0,299,0,0,6,94,0
Jimmy Butler,22,CHI,SG,42,0,359,0,4,95,2,0
Walker Russell,29,DET,PG,28,0,357,100,0,0,0,0
Royal Ivey,30,OKC,SG,34,0,354,1,95,5,0,0
Al Horford,25,ATL,C,11,11,348,0,0,0,5,95
DeMarre Carroll,25,2TM,PF,24,9,348,0,58,42,1,0
DeMarre Carroll,25,DEN,PF,4,0,21,0,0,93,7,0
DeMarre Carroll,25,UTA,SF,20,9,327,0,61,38,0,0
Maurice Evans,33,WAS,SF,24,0,343,0,18,80,2,0
Lester Hudson,27,2TM,PG,16,0,334,99,1,0,0,0
