Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%
Jeff McInnis,26,LAC,PG,81,81,2831,92,8,0,0,0
Terrell Brandon,30,MIN,PG,78,78,2821,100,0,0,0,0
Glenn Robinson,28,MIL,SF,76,74,2813,0,2,78,20,1
P.J. Brown,31,CHH,C,80,79,2811,0,0,0,23,77
Kobe Bryant,22,LAL,SG,68,68,2783,0,65,34,0,0
Clarence Weatherspoon,30,CLE,PF,82,82,2774,0,0,0,93,7
Brian Grant,28,MIA,C,82,79,2771,0,0,0,13,87
Charles Oakley,37,TOR,PF,78,77,2767,0,0,5,93,3
Darrell Armstrong,32,ORL,PG,75,75,2767,100,1,0,0,0
Ben Wallace,26,DET,C,80,80,2760,0,0,0,24,76
Clifford Robinson,34,PHO,PF,82,82,2751,0,0,3,64,34
Antonio Davis,32,TOR,C,78,77,2729,0,0,0,13,87
Rashard Lewis,21,SEA,PF,78,78,2720,0,0,53,45,3
Sam Cassell,31,MIL,PG,76,75,2709,67,33,0,0,0
Nick Van Exel,29,DEN,PG,71,70,2688,100,0,0,0,0
Bruce Bowen,29,MIA,SF,82,72,2685,0,6,91,3,0
Damon Stoudamire,27,POR,PG,82,82,2655,100,0,0,0,0
George Lynch,30,PHI,SF,82,80,2649,0,1,83,16,0
Jermaine O'Neal,22,IND,C,81,80,2641,0,0,0,34,66
Michael Dickerson,25,VAN,SG,70,69,2618,0,69,31,0,0
Tim Hardaway,34,MIA,PG,77,77,2613,100,0,0,0,0
Dikembe Mutombo,34,2TM,C,75,75,2591,0,0,0,0,100
Dikembe Mutombo,34,ATL,C,49,49,1716,0,0,0,0,100
Dikembe Mutombo,34,PHI,C,26,26,875,0,0,0,0,100
Mark Jackson,35,2TM,PG,83,82,2588,100,0,0,0,0
Mark Jackson,35,TOR,PG,54,54,1802,100,0,0,0,0
Mark Jackson,35,NYK,PG,29,28,786,100,0,0,0,0
Stephon Marbury,23,NJN,PG,67,67,2557,88,12,0,0,0
Antonio McDyess,26,DEN,PF,70,70,2555,0,0,0,93,7
Steve Smith,31,POR,SG,81,36,2542,6,93,2,0,0
Ron Mercer,24,CHI,SG,61,61,2535,0,49,51,0,0
Bo Outlaw,29,ORL,PF,80,69,2534,0,0,18,72,10
Richard Hamilton,22,WAS,SF,78,42,2519,2,38,60,0,0
Bryant Stith,30,BOS,SG,78,74,2504,1,97,3,0,0
Bryon Russell,30,UTA,SF,78,46,2473,0,36,64,0,0
Raef LaFrentz,24,DEN,C,78,74,2457,0,0,0,18,82
Travis Best,28,IND,PG,77,21,2457,99,1,0,0,0
Howard Eisley,28,DAL,SG,82,40,2426,22,67,11,1,0
Vlade Divac,32,SAC,C,81,81,2420,0,0,0,0,100
John Stockton,38,UTA,PG,82,82,2397,100,0,0,0,0
Shandon Anderson,27,HOU,SG,82,82,2396,0,22,76,2,0
Alvin Williams,26,TOR,SG,82,34,2394,43,54,3,0,0
Aaron McKie,28,PHI,SG,76,33,2394,2,72,26,0,0
Mike Miller,20,ORL,SF,82,62,2390,0,23,76,1,0
Horace Grant,35,LAL,PF,77,77,2390,0,0,0,93,7
Steve Nash,26,DAL,PG,70,70,2387,95,5,0,0,0
David Robinson,35,SAS,C,80,80,2371,0,0,0,0,100
Chucky Atkins,26,DET,PG,81,75,2363,100,0,0,0,0
Tyrone Hill,32,PHI,PF,76,75,2363,0,0,0,86,14
Metta World Peace,21,CHI,SF,76,74,2363,0,2,89,10,0
Mookie Blaylock,33,GSW,PG,69,59,2352,100,0,0,0,0
Elden Campbell,32,CHH,PF,78,78,2337,0,0,0,76,24
Aaron Williams,29,NJN,PF,82,25,2336,0,0,6,68,26
Voshon Lenard,27,DEN,SG,80,58,2331,2,98,0,0,0
Donyell Marshall,27,UTA,SF,81,49,2326,0,0,81,19,0
Rick Fox,31,LAL,SF,82,77,2291,0,2,95,3,0
Jason Williams,25,SAC,PG,77,77,2290,95,5,0,0,0
Tony Delk,27,PHO,SG,82,11,2288,7,83,10,0,0
Eddie Jones,29,MIA,SG,63,58,2282,0,92,8,0,0
Kenyon Martin,23,NJN,PF,68,68,2272,0,0,1,42,57
James Posey,24,DEN,SF,82,82,2255,0,0,92,8,0
Fred Hoiberg,28,CHI,SG,74,37,2247,9,79,12,0,0
Lamond Murray,27,CLE,SF,78,46,2225,0,0,86,13,0
Glen Rice,33,NYK,SF,75,25,2212,0,1,80,19,0
Rodney Rogers,29,PHO,SF,82,3,2183,0,1,37,60,3
Dale Davis,31,POR,C,81,43,2162,0,0,0,12,88
Eric Piatkowski,30,LAC,SG,81,40,2144,0,81,18,0,0
Darius Miles,19,LAC,SF,81,21,2133,0,3,61,36,1
Scottie Pippen,35,POR,SF,64,60,2133,0,2,92,7,0
Vin Baker,29,SEA,PF,76,27,2129,0,0,0,53,47
Michael Olowokandi,25,LAC,C,82,82,2127,0,0,0,0,100
Marcus Camby,26,NYK,C,63,63,2127,0,0,0,3,98
Anthony Peeler,31,MIN,SG,75,41,2126,0,95,5,0,0
Kurt Thomas,28,NYK,PF,77,29,2125,0,0,0,60,40
John Starks,35,UTA,SG,75,64,2122,0,99,1,0,0
Patrick Ewing,38,SEA,C,79,79,2107,0,0,0,0,100
Larry Johnson,31,NYK,PF,65,65,2105,0,0,2,93,5
Tim Thomas,23,MIL,PF,76,16,2086,0,0,13,68,19
Lucious Harris,30,NJN,SG,73,50,2071,2,96,3,0,0
Antonio Daniels,25,SAS,PG,79,23,2060,36,60,4,0,0
Ruben Patterson,25,SEA,SF,76,22,2059,0,17,79,4,0
Johnny Newman,37,NJN,SG,82,17,2049,0,35,62,3,0
George McCloud,33,DEN,SF,76,8,2007,1,39,61,0,0
Lindsey Hunter,30,MIL,PG,82,5,2002,100,0,0,0,0
Shawn Bradley,28,DAL,C,82,35,2001,0,0,0,0,100
Bonzi Wells,24,POR,SF,75,46,1995,0,37,61,2,0
Lorenzen Wright,25,ATL,C,71,46,1988,0,0,0,45,55
Ervin Johnson,33,MIL,C,82,19,1981,0,0,0,0,100
Maurice Taylor,24,HOU,SF,69,69,1972,0,0,6,92,2
LaPhonso Ellis,30,MIN,PF,82,5,1948,0,0,5,85,10
Joe Smith,25,DET,PF,69,59,1941,0,0,1,90,9
Vitaly Potapenko,25,BOS,C,82,7,1901,0,0,0,1,99
Al Harrington,20,IND,PF,78,38,1892,0,1,70,28,1
Austin Croshere,25,IND,PF,81,23,1874,0,0,13,71,16
Chris Childs,33,2TM,PG,77,5,1859,99,1,0,0,0
Chris Childs,33,NYK,PG,51,5,1309,99,1,0,0,0
Chris Childs,33,TOR,PG,26,0,550,100,0,0,0,0
Larry Hughes,22,GSW,SG,50,45,1846,15,75,10,0,0
Brian Shaw,34,LAL,SG,80,28,1833,41,59,1,0,0
Bryant Reeves,27,VAN,C,75,48,1832,0,0,0,0,100
Kevin Willis,38,2TM,C,78,22,1830,0,0,0,0,100
Kevin Willis,38,TOR,C,35,9,771,0,0,0,0,100
Kevin Willis,38,DEN,C,43,13,1059,0,0,0,1,99
Kenny Thomas,23,HOU,PF,74,21,1820,0,0,10,56,34
Othella Harrington,27,2TM,C,74,45,1815,0,0,2,57,42
Othella Harrington,27,VAN,C,44,40,1267,0,0,0,69,31
Othella Harrington,27,NYK,C,30,5,548,0,0,5,27,68
Alan Henderson,28,ATL,PF,73,42,1810,0,0,0,79,21
Morris Peterson,23,TOR,SG,80,49,1809,0,75,25,0,0
Theo Ratliff,27,PHI,C,50,50,1800,0,0,0,12,89
Chauncey Billups,24,MIN,SG,77,33,1790,31,67,2,0,0
Brent Barry,29,SEA,SG,67,20,1778,1,90,9,0,0
Eric Williams,28,BOS,SF,81,11,1745,0,3,86,11,0
Eric Snow,27,PHI,PG,50,50,1740,100,0,0,0,0
Keith Van Horn,25,NJN,SF,49,47,1733,0,0,40,60,0
Keon Clark,25,2TM,PF,81,3,1720,0,0,0,40,60
Keon Clark,25,DEN,PF,35,3,752,0,0,0,31,69
Keon Clark,25,TOR,PF,46,0,968,0,0,0,48,52
John Amaechi,30,ORL,C,82,36,1710,0,0,0,25,76
Hubert Davis,30,2TM,PG,66,18,1692,65,35,0,0,0
Hubert Davis,30,DAL,PG,51,7,1261,56,44,0,0,0
Hubert Davis,30,WAS,PG,15,11,431,92,8,0,0,0
Jim Jackson,30,2TM,SF,56,40,1690,0,63,36,1,0
Jim Jackson,30,ATL,SF,17,14,550,0,57,43,0,0
Jim Jackson,30,CLE,SF,39,26,1140,0,66,32,1,0
Danny Ferry,34,SAS,SF,80,29,1688,0,0,85,15,0
Corliss Williamson,27,2TM,SF,69,40,1686,0,1,83,16,0
Corliss Williamson,27,TOR,SF,42,31,886,0,0,85,15,0
Corliss Williamson,27,DET,SF,27,9,800,0,3,80,17,0
Bob Sura,27,GSW,SG,53,42,1684,1,53,46,1,0
Terry Porter,37,SAS,PG,80,42,1678,81,19,0,0,0
Chris Gatling,33,CLE,PF,74,6,1670,0,0,0,42,58
Christian Laettner,31,2TM,C,78,48,1663,0,0,0,23,77
Christian Laettner,31,DAL,C,53,35,930,0,0,0,11,89
Christian Laettner,31,WAS,PF,25,13,733,0,0,0,38,62
Stephen Jackson,22,NJN,SF,77,40,1660,0,8,84,8,0
Scot Pollard,25,SAC,C,77,8,1658,0,0,0,24,76
Moochie Norris,27,HOU,PG,82,6,1654,99,1,0,0,0
Bobby Jackson,27,SAC,PG,79,7,1648,97,3,0,0,0
Anthony Carter,25,MIA,PG,72,6,1630,56,44,1,0,0
Jacque Vaughn,25,UTA,PG,82,0,1620,82,18,0,0,0
Olden Polynice,36,UTA,C,81,79,1619,0,0,0,0,100
Matt Harpring,24,CLE,SG,56,55,1615,0,59,41,0,0
Michael Smith,28,WAS,PF,79,29,1610,0,0,12,83,4
Jahidi White,24,WAS,C,68,56,1609,0,0,0,0,100
Toni Kukoč,32,2TM,SF,65,19,1597,0,2,51,45,2
Toni Kukoč,32,PHI,SF,48,5,979,0,0,29,69,3
Toni Kukoč,32,ATL,SF,17,14,618,0,5,86,9,0
Robert Horry,30,LAL,PF,79,1,1587,0,0,13,86,1
Walt Williams,30,HOU,SF,72,31,1583,0,2,74,24,0
Marcus Fizer,22,CHI,PF,72,13,1580,0,0,1,45,54
Pat Garrity,24,ORL,SF,76,1,1579,0,0,34,65,1
Felipe López,26,2TM,PG,70,48,1565,15,84,1,0,0
Felipe López,26,WAS,SG,47,38,1108,9,89,1,0,0
Felipe López,26,MIN,PG,23,10,457,28,71,0,0,0
Tyrone Nesby,25,2TM,SG,62,34,1556,0,26,74,0,0
Tyrone Nesby,25,LAC,SG,14,12,333,1,90,9,0,0
Tyrone Nesby,25,WAS,SF,48,22,1223,0,9,91,0,0
Sean Rooks,31,LAC,C,82,0,1553,0,0,0,13,87
Hakeem Olajuwon,38,HOU,C,58,55,1545,0,0,0,0,100
Chris Whitney,29,WAS,PG,59,31,1532,100,0,0,0,0
Desmond Mason,23,SEA,SF,78,14,1522,0,16,45,40,0
Grant Long,34,VAN,PF,66,27,1507,0,0,23,73,4
Mario Elie,37,PHO,SG,68,67,1506,0,87,13,0,0
Vonteego Cummings,24,GSW,PG,66,11,1495,68,32,0,0,0
Charlie Ward,30,NYK,PG,61,33,1492,95,5,0,0,0
Greg Ostertag,27,UTA,C,81,3,1491,0,0,0,0,100
Michael Curry,32,DET,SG,68,58,1485,0,95,5,0,0
Jason Caffey,27,MIL,PF,70,33,1460,0,0,30,62,8
Adonal Foyle,25,GSW,C,58,37,1457,0,0,0,26,74
Brevin Knight,25,2TM,PG,53,43,1457,100,0,0,0,0
Brevin Knight,25,CLE,PG,6,0,93,100,0,0,0,0
Brevin Knight,25,ATL,PG,47,43,1364,100,0,0,0,0
Brad Miller,24,CHI,C,57,45,1434,0,0,0,1,99
Damon Jones,24,VAN,PG,71,10,1415,31,68,1,0,0
A.C. Green,37,MIA,PF,82,1,1411,0,0,0,47,53
Marc Jackson,26,GSW,C,48,35,1410,0,0,0,2,98
Matt Maloney,29,ATL,PG,55,27,1403,81,19,1,0,0
Michael Doleac,23,ORL,C,77,21,1398,0,0,0,0,100
Courtney Alexander,23,2TM,PG,65,24,1382,16,72,13,0,0
Courtney Alexander,23,DAL,PG,38,6,472,39,49,13,0,0
Courtney Alexander,23,WAS,PG,27,18,910,4,83,13,0,0
Rod Strickland,34,2TM,PG,54,28,1371,94,6,0,0,0
Rod Strickland,34,WAS,PG,33,28,1020,98,2,0,0,0
Rod Strickland,34,POR,PG,21,0,351,84,16,0,0,0
Corey Maggette,21,LAC,SF,69,9,1359,0,28,70,2,0
Quentin Richardson,20,LAC,SG,76,28,1358,1,95,4,0,0
Evan Eschmeyer,25,NJN,C,74,51,1331,0,0,0,7,93
DerMarr Johnson,20,ATL,SF,78,21,1313,0,14,86,0,0
Stromile Swift,21,VAN,PF,80,6,1312,0,0,0,62,38
Dan Majerle,35,MIA,SG,53,19,1306,0,57,43,0,0
Danny Manning,34,UTA,PF,82,0,1305,0,0,0,62,38
Bryce Drew,26,CHI,PG,48,41,1305,97,3,0,0,0
Corie Blount,32,2TM,PF,68,6,1305,0,0,3,80,17
Corie Blount,32,PHO,PF,30,6,387,0,0,6,78,16
Corie Blount,32,GSW,PF,38,0,918,0,0,2,81,17
Arvydas Sabonis,36,POR,C,61,42,1299,0,0,0,0,100
Emanual Davis,32,SEA,SG,62,39,1290,16,80,4,0,0
Avery Johnson,35,SAS,PG,55,20,1290,100,0,0,0,0
Scott Williams,32,MIL,C,66,31,1272,0,0,0,35,65
Mateen Cleaves,23,DET,PG,78,8,1268,63,36,1,0,0
Robert Pack,31,DEN,PG,74,11,1260,77,23,0,0,0
Hedo Türkoğlu,21,SAC,SF,74,7,1245,0,1,82,17,0
Shammond Williams,25,SEA,PG,69,6,1238,100,0,0,0,0
Randy Brown,32,BOS,PG,54,35,1238,100,0,0,0,0
Keyon Dooling,20,LAC,PG,76,1,1237,98,2,0,0,0
Rasho Nesterović,24,MIN,C,73,39,1233,0,0,0,0,100
Sean Elliott,32,SAS,SF,52,34,1229,0,1,99,0,0
Malik Rose,26,SAS,PF,57,9,1219,0,0,19,79,3
Mitch Richmond,35,WAS,SG,37,30,1216,5,67,28,0,0
Robert Traylor,23,CLE,C,70,7,1212,0,0,0,20,80
Monty Williams,29,ORL,SF,82,0,1211,0,17,79,4,0
Isaiah Rider,29,LAL,SG,67,6,1206,18,75,7,0,0
Eddie Robinson,24,CHH,SF,67,6,1201,0,37,60,3,0
Stacey Augmon,32,POR,SG,66,23,1182,1,58,41,0,0
Jerome Williams,27,2TM,PF,59,2,1182,0,0,9,82,9
Jerome Williams,27,DET,PF,33,2,804,0,0,8,87,5
Jerome Williams,27,TOR,PF,26,0,378,0,0,12,71,18
Chris Mihm,21,CLE,C,59,43,1166,0,0,0,0,100
Tom Gugliotta,31,PHO,PF,57,2,1159,0,0,0,32,68
Mikki Moore,25,DET,C,81,2,1154,0,0,0,7,93
Jeff Foster,24,IND,C,71,9,1152,0,0,0,17,82
Chris Porter,22,GSW,SF,51,35,1147,0,44,55,1,0
Jelani McCoy,23,SEA,C,70,44,1143,0,0,0,62,38
Milt Palacio,22,BOS,PG,58,6,1141,99,1,0,0,0
Ron Harper,37,LAL,PG,47,46,1139,94,7,0,0,0
Trajan Langdon,24,CLE,SG,65,5,1116,2,97,2,0,0
Mark Blount,25,BOS,C,64,50,1098,0,0,0,0,100
Jamaal Magloire,22,CHH,C,74,0,1095,0,0,0,0,100
Sherman Douglas,34,NJN,PG,59,7,1094,100,0,0,0,0
Shawn Kemp,31,POR,PF,68,3,1083,0,0,0,52,48
Dana Barros,33,DET,PG,60,0,1079,74,26,0,0,0
Cherokee Parks,28,2TM,C,65,31,1054,0,0,0,52,48
Cherokee Parks,28,WAS,C,13,0,178,0,0,0,0,100
Cherokee Parks,28,LAC,C,52,31,876,0,0,0,63,37
Jamal Crawford,20,CHI,PG,61,8,1050,82,18,0,0,0
Erick Dampier,25,GSW,C,43,26,1038,0,0,0,0,100
Jon Barry,31,SAC,SG,62,2,1010,4,93,3,0,0
Troy Hudson,24,ORL,PG,75,7,1008,82,18,0,0,0
Matt Bullard,33,HOU,PF,61,5,1000,0,0,1,59,41
Sam Perkins,39,IND,PF,64,41,999,0,0,20,76,4
Hanno Möttölä,24,ATL,SF,73,3,989,0,0,13,74,14
Derrick McKey,34,IND,SF,66,20,987,0,12,71,17,0
Sam Mitchell,37,MIN,SF,82,4,983,0,10,89,2,0
Samaki Walker,24,SAS,PF,61,1,963,0,0,0,81,19
Cedric Henderson,25,CLE,SF,55,10,961,0,14,78,7,0
Wesley Person,29,CLE,SG,44,22,958,0,97,3,0,0
Dell Curry,36,TOR,SG,71,1,956,60,40,0,0,0
Jake Tsakalidis,21,PHO,C,57,39,947,0,0,0,0,100
Mark Pope,28,MIL,PF,63,45,942,0,0,3,60,37
Khalid El-Amin,21,CHI,PG,50,14,936,100,0,0,0,0
Calvin Booth,24,2TM,C,55,29,933,0,0,0,7,93
Calvin Booth,24,WAS,C,40,22,640,0,0,0,0,100
Calvin Booth,24,DAL,C,15,7,293,0,0,0,21,79
Dion Glover,22,ATL,SG,57,7,929,0,58,42,0,0
Kevin Ollie,28,2TM,PG,70,4,925,82,18,0,0,0
Kevin Ollie,28,NJN,PG,19,0,161,78,22,0,0,0
Kevin Ollie,28,PHI,PG,51,4,764,83,17,0,0,0
Roshown McLeod,25,2TM,SF,35,25,922,0,8,89,3,0
Roshown McLeod,25,ATL,SF,34,25,907,0,8,91,1,0
Roshown McLeod,25,PHI,SF,1,0,15,0,0,0,100,0
Vinny Del Negro,34,2TM,PG,65,1,922,64,36,0,0,0
Vinny Del Negro,34,GSW,PG,29,1,396,37,62,0,0,0
Vinny Del Negro,34,PHO,PG,36,0,526,84,16,0,0,0
Nazr Mohammed,23,2TM,C,58,22,912,0,0,0,22,78
Nazr Mohammed,23,PHI,C,30,3,196,0,0,0,40,61
Nazr Mohammed,23,ATL,C,28,19,716,0,0,0,18,82
Andrew DeClercq,27,ORL,C,67,51,903,0,0,0,25,75
Chris Crawford,25,ATL,PF,47,22,901,0,0,58,38,4
Kendall Gill,32,NJN,SG,31,26,892,0,79,21,0,0
Michael Ruffin,24,CHI,PF,45,16,879,0,0,5,94,1
Jumaine Jones,21,PHI,SF,65,0,866,0,0,52,47,0
Corey Benjamin,22,CHI,PG,65,5,857,11,80,9,0,0
Greg Anthony,33,POR,PG,58,0,856,94,6,0,0,0
Mike Penberthy,26,LAL,PG,53,0,851,92,8,0,0,0
Kenny Anderson,30,BOS,PG,33,28,849,100,0,0,0,0
Isaac Austin,31,VAN,C,52,16,845,0,0,0,1,99
Tony Battie,24,BOS,C,40,25,845,0,0,0,6,94
Adam Keefe,30,GSW,PF,67,13,836,0,0,17,70,13
Dean Garrett,34,MIN,C,70,21,831,0,0,0,1,99
Erick Strickland,27,2TM,PG,50,0,830,14,79,7,0,0
Erick Strickland,27,NYK,PG,28,0,421,27,73,1,0,0
Erick Strickland,27,VAN,PG,22,0,409,1,85,14,0,0
Tony Massenburg,33,VAN,PF,52,20,823,0,0,2,57,42
Greg Buckner,24,DAL,SG,37,9,820,0,62,36,2,0
Bimbo Coles,32,CLE,PG,47,0,804,100,0,0,0,0
Billy Owens,31,DET,PF,45,14,793,0,1,62,36,1
Žan Tabak,30,IND,C,55,14,777,0,0,0,0,100
Don Reid,27,ORL,PF,65,7,764,0,0,0,53,47
Jud Buechler,32,DET,SF,57,3,737,0,14,84,2,0
Mark Strickland,30,2TM,SF,55,2,719,0,0,25,73,2
Mark Strickland,30,DEN,SF,46,2,517,0,0,0,97,2
Mark Strickland,30,NJN,SF,9,0,202,0,0,89,11,0
Derek Fisher,26,LAL,PG,20,20,709,100,0,0,0,0
Gerard King,28,WAS,SF,45,3,706,0,1,68,32,0
Lawrence Funderburke,30,SAC,PF,59,2,698,0,0,2,91,7
Ryan Bowen,25,DEN,SF,57,0,696,0,11,75,14,0
Reggie Slater,30,MIN,PF,55,16,686,0,0,7,91,2
Derrick Coleman,33,CHH,PF,34,3,683,0,0,1,85,14
Hersey Hawkins,34,CHH,SG,59,0,681,1,96,3,0,0
Vernon Maxwell,35,2TM,PG,43,6,660,88,12,0,0,0
Vernon Maxwell,35,PHI,PG,24,6,375,79,21,0,0,0
Vernon Maxwell,35,DAL,PG,19,0,285,100,0,0,0,0
Steve Kerr,35,SAS,PG,55,1,650,88,12,0,0,0
Eric Montross,29,2TM,C,54,21,649,0,0,0,0,100
Eric Montross,29,DET,C,42,20,568,0,0,0,0,100
Eric Montross,29,TOR,C,12,1,81,0,0,0,0,100
Otis Thorpe,38,CHH,PF,49,4,647,0,0,0,94,6
Mark Madsen,25,LAL,PF,70,3,641,0,0,0,37,63
Popeye Jones,30,WAS,PF,45,1,638,0,0,1,61,38
Kevin Edwards,35,VAN,SG,46,5,634,0,78,21,0,0
Larry Robinson,33,2TM,PG,34,1,632,96,4,0,0,0
Larry Robinson,33,CLE,SG,1,0,1,0,100,0,0,0
Larry Robinson,33,ATL,PG,33,1,631,96,4,0,0,0
A.J. Guyton,22,CHI,PG,33,8,630,99,1,0,0,0
Kelvin Cato,26,HOU,C,35,13,624,0,0,0,0,100
Zydrunas Ilgauskas,25,CLE,C,24,24,616,0,0,0,0,100
Chris Dudley,35,PHO,C,53,33,613,0,0,0,2,98
Laron Profit,23,WAS,PG,35,12,605,66,34,0,0,0
Dragan Tarlać,27,CHI,C,43,12,598,0,0,0,13,88
Todd MacCulloch,25,PHI,C,63,3,597,0,0,0,0,100
Paul McPherson,22,2TM,PG,55,0,595,21,76,3,0,0
Paul McPherson,22,PHO,PG,33,0,308,40,55,5,0,0
Paul McPherson,22,GSW,PG,22,0,287,1,98,1,0,0
Devean George,23,LAL,SF,59,1,593,0,0,88,12,0
Tracy Murray,29,2TM,SF,51,1,588,0,7,92,1,0
Tracy Murray,29,DEN,SF,13,0,135,0,24,75,1,0
Tracy Murray,29,TOR,SF,38,1,453,0,2,97,1,0
Brian Skinner,24,LAC,PF,39,23,584,0,0,0,81,19
Daniel Santiago,24,PHO,C,54,2,581,0,0,0,2,98
Jonathan Bender,20,IND,SF,59,7,574,2,34,55,8,0
Rodney Buford,23,PHI,SF,47,0,573,0,34,65,0,0
Cedric Ceballos,31,2TM,SF,40,0,559,0,36,59,5,0
Cedric Ceballos,31,DET,SF,13,0,166,0,44,56,0,0
Cedric Ceballos,31,MIA,SF,27,0,393,0,33,61,7,0
Eddie House,22,MIA,PG,50,0,550,83,17,0,0,0
Loy Vaught,32,2TM,PF,51,1,549,0,0,15,60,25
Loy Vaught,32,DAL,PF,37,1,392,0,0,21,66,13
Loy Vaught,32,WAS,PF,14,0,157,0,0,0,45,55
Carlos Rogers,29,HOU,C,39,0,544,0,0,0,6,95
Matt Geiger,31,PHI,C,35,4,542,0,0,0,21,79
Darvin Ham,27,MIL,SF,29,13,540,0,2,89,9,0
John Wallace,26,DET,SF,40,0,527,0,1,62,36,0
Anthony Johnson,26,2TM,PG,53,0,511,65,35,0,0,0
Anthony Johnson,26,ATL,PG,25,0,279,40,60,0,0,0
Anthony Johnson,26,CLE,PG,28,0,232,97,4,0,0,0
Elliot Perry,31,2TM,PG,49,6,499,100,0,0,0,0
Elliot Perry,31,ORL,PG,6,0,39,100,0,0,0,0
Elliot Perry,31,PHO,PG,43,6,460,100,0,0,0,0
Chris Mills,31,GSW,SF,15,8,493,0,16,81,3,0
Derek Strong,32,LAC,PF,28,8,491,0,0,66,34,1
Mahmoud Abdul-Rauf,31,VAN,PG,41,0,486,100,0,0,0,0
Walter McCarty,26,BOS,PF,60,3,478,0,0,3,75,22
Doug Overton,31,3TM,PG,21,10,475,94,6,0,0,0
Doug Overton,31,BOS,PG,7,1,144,100,0,0,0,0
Doug Overton,31,CHH,PG,2,0,15,100,0,0,0,0
Doug Overton,31,NJN,PG,12,9,316,90,10,0,0,0
Lee Nailon,25,CHH,SF,42,0,469,0,0,53,46,1
Tyronn Lue,23,LAL,PG,38,1,468,100,0,0,0,0
William Avery,21,MIN,PG,55,0,463,97,3,0,0,0
Greg Foster,32,LAL,C,62,8,451,0,0,0,3,97
David Benoit,32,UTA,SF,49,2,446,0,1,82,18,0
Eduardo Nájera,24,DAL,PF,40,4,431,0,2,53,42,3
Tariq Abdul-Wahad,26,DEN,SG,29,12,420,0,96,4,0,0
David Vanterpool,27,WAS,PG,22,0,411,86,14,0,0,0
Chris Herren,25,BOS,PG,25,7,408,100,0,0,0,0
Eldridge Recasner,33,CHH,PG,43,0,403,100,0,0,0,0
Quincy Lewis,23,UTA,SF,35,2,402,0,83,17,0,0
Detlef Schrempf,38,POR,SF,26,0,397,0,1,44,55,0
Duane Causwell,32,MIA,C,31,14,384,0,0,0,0,100
Adrian Griffin,26,BOS,SF,44,0,377,1,71,28,0,0
