Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Made_Playoffs
DAL,82,240.6,36.9,79.5,0.46399999999999997,6.0,17.1,0.35200000000000004,30.9,62.3,0.495,20.6,25.3,0.8140000000000001,10.8,32.2,43.0,21.0,6.0,4.9,12.6,21.8,100.4,True
TOR,82,241.8,38.4,82.0,0.46799999999999997,7.0,17.8,0.392,31.4,64.2,0.489,16.4,20.2,0.812,9.6,30.4,40.1,23.8,7.0,4.1,11.7,19.5,100.2,True
WAS,82,242.7,36.4,81.6,0.446,7.0,19.7,0.35600000000000004,29.4,62.0,0.475,19.0,24.3,0.782,12.3,29.3,41.6,19.6,7.7,4.8,13.2,19.6,98.8,True
ATL,82,242.1,36.3,79.9,0.45399999999999996,4.7,13.1,0.35600000000000004,31.6,66.8,0.473,21.0,27.2,0.772,12.3,29.9,42.2,22.0,7.3,5.5,14.9,20.4,98.2,True
DET,82,240.6,36.6,79.9,0.45799999999999996,5.9,16.2,0.366,30.6,63.7,0.48100000000000004,18.4,24.0,0.767,11.9,29.5,41.4,22.3,7.1,5.8,11.7,20.6,97.5,True
OKC,82,241.8,38.1,85.8,0.444,3.8,11.5,0.33299999999999996,34.3,74.3,0.462,17.5,22.8,0.77,11.8,32.8,44.6,21.3,6.5,4.9,16.0,20.5,97.5,False
CHI,82,241.5,36.4,83.7,0.435,5.8,15.9,0.363,30.6,67.8,0.452,18.7,24.7,0.7559999999999999,12.8,30.2,43.0,22.1,7.7,5.2,14.6,21.8,97.3,False
CHO,82,242.4,36.1,79.9,0.452,6.5,17.6,0.36700000000000005,29.6,62.3,0.47600000000000003,18.4,25.8,0.7140000000000001,10.9,29.8,40.6,21.3,7.5,4.9,14.7,21.7,97.1,False
MIL,82,242.1,36.9,82.3,0.449,5.5,16.0,0.344,31.4,66.2,0.474,17.7,24.1,0.733,12.9,28.8,41.7,21.5,6.6,4.4,14.8,21.3,97.0,False
NYK,82,242.4,36.2,82.4,0.439,6.0,17.7,0.337,30.2,64.7,0.467,18.6,25.5,0.727,12.5,30.0,42.5,18.7,6.4,2.6,14.5,21.5,96.9,False
HOU,82,240.6,36.6,81.7,0.44799999999999995,7.1,20.8,0.342,29.5,60.9,0.485,16.4,22.5,0.726,12.2,32.4,44.6,21.4,7.3,5.1,13.7,19.6,96.7,True
PHI,82,240.9,37.3,81.1,0.46,3.7,11.6,0.317,33.6,69.5,0.483,18.4,26.1,0.706,13.0,28.9,41.9,20.4,8.7,4.9,14.3,19.8,96.6,True
CLE,82,242.1,35.8,81.7,0.439,6.7,18.8,0.358,29.1,62.8,0.46299999999999997,18.0,25.1,0.7170000000000001,13.3,31.3,44.6,20.0,7.1,5.2,14.0,20.9,96.4,True
BRK,82,241.8,34.8,78.7,0.44299999999999995,6.1,17.4,0.348,28.8,61.2,0.47,20.1,27.3,0.736,11.1,30.7,41.9,23.5,6.4,4.8,15.0,22.6,95.8,False
MIN,82,240.6,37.5,83.1,0.451,5.4,15.4,0.35,32.1,67.8,0.474,15.2,20.6,0.736,11.8,29.6,41.4,19.9,7.5,3.7,14.5,23.0,95.6,False
POR,82,242.7,35.8,79.8,0.44799999999999995,6.6,17.4,0.377,29.2,62.4,0.46799999999999997,17.2,22.5,0.767,11.0,29.7,40.7,21.1,5.5,4.4,12.9,20.0,95.4,False
SAS,82,240.6,35.8,78.3,0.457,7.2,19.6,0.369,28.6,58.7,0.48700000000000004,16.5,21.6,0.7609999999999999,9.4,31.9,41.3,21.0,6.4,4.1,12.6,18.7,95.4,True
LAC,82,241.5,34.4,78.6,0.43799999999999994,4.3,13.2,0.324,30.1,65.4,0.46,20.8,26.6,0.7809999999999999,9.8,30.4,40.1,21.1,6.8,4.9,14.4,21.3,93.8,False
MIA,82,241.8,34.2,77.3,0.44299999999999995,6.0,16.7,0.358,28.3,60.5,0.467,16.9,23.2,0.727,9.1,28.6,37.6,20.0,7.2,4.3,14.7,20.4,91.4,False
