Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Off_eFG%,Off_TOV%,Off_ORB%,Off_FT/FGA,Def_eFG%,Def_TOV%,Def_DRB%,Def_FT/FGA,Arena,Attend.,Attend./G,Made_Playoffs
BOS,28.6,48.0,34.0,43,39,0.89,0.04,0.93,108.7,107.8,0.9,94.9,0.27,0.054000000000000006,0.536,0.495,12.9,31.2,0.21,0.479,12.9,69.0,0.251,Boston Garden,608495,,True
LAC,26.7,41.0,41.0,42,40,0.35,-0.03,0.33,107.4,107.1,0.3,99.1,0.297,0.067,0.53,0.493,13.9,32.7,0.213,0.489,15.1,66.7,0.263,Los Angeles Memorial Sports Arena,532625,,True
CHO,25.7,44.0,38.0,40,42,-0.24,0.22,-0.02,109.5,109.7,-0.2,100.2,0.32899999999999996,0.07400000000000001,0.547,0.499,13.8,31.3,0.254,0.48700000000000004,12.6,65.0,0.201,Charlotte Coliseum,971880,,True
ATL,27.1,43.0,39.0,39,43,-0.87,0.2,-0.67,109.3,110.2,-0.9,97.6,0.305,0.14800000000000002,0.534,0.493,14.0,34.8,0.22699999999999998,0.516,14.6,68.5,0.22399999999999998,Omni Coliseum,491229,,True
GSW,25.0,34.0,48.0,38,44,-0.99,0.05,-0.94,109.2,110.2,-1.0,99.5,0.342,0.11800000000000001,0.5429999999999999,0.502,14.9,34.2,0.245,0.501,14.0,67.0,0.261,Oakland-Alameda County Coliseum Arena,616025,,False
MIA,25.2,36.0,46.0,38,44,-1.15,0.21,-0.93,107.7,108.9,-1.2,94.6,0.361,0.13699999999999998,0.535,0.48100000000000004,13.9,31.9,0.27899999999999997,0.495,14.2,69.8,0.27399999999999997,Miami Arena,614915,,False
LAL,28.0,39.0,43.0,38,44,-1.27,0.06,-1.2,107.6,108.9,-1.3,96.2,0.32899999999999996,0.09,0.534,0.486,13.7,31.4,0.249,0.5,14.3,66.4,0.215,Great Western Forum,633655,,True
DET,29.9,40.0,42.0,37,45,-1.39,0.29,-1.1,107.4,108.9,-1.5,93.2,0.271,0.126,0.511,0.473,12.5,34.6,0.198,0.5,13.5,67.8,0.212,The Palace of Auburn Hills,889614,,False
DEN,24.8,36.0,46.0,36,46,-1.74,-0.4,-2.14,104.6,106.3,-1.7,99.8,0.324,0.062,0.518,0.47,14.5,33.6,0.245,0.47600000000000003,13.9,68.9,0.263,McNichols Sports Arena,586407,,False
SAC,26.5,25.0,57.0,33,49,-3.17,0.17,-3.0,106.5,109.6,-3.1,100.8,0.337,0.10800000000000001,0.53,0.48100000000000004,14.1,30.7,0.257,0.502,15.1,66.7,0.292,ARCO Arena (II),709997,,False
MIL,26.9,28.0,54.0,31,51,-3.73,0.47,-3.26,106.2,110.1,-3.9,96.1,0.301,0.135,0.535,0.495,14.8,30.5,0.223,0.502,15.7,62.5,0.266,Bradley Center,660939,,False
PHI,27.1,26.0,56.0,26,56,-5.77,0.51,-5.25,104.6,110.4,-5.8,98.5,0.319,0.133,0.53,0.479,14.4,28.1,0.251,0.504,13.3,65.9,0.188,The Spectrum,515284,,False
WSB,26.1,22.0,60.0,23,59,-7.04,0.55,-6.49,103.6,110.8,-7.2,97.7,0.298,0.08199999999999999,0.523,0.48,14.2,28.8,0.223,0.51,13.6,67.1,0.21899999999999997,Capital Centre,558966,,False
MIN,25.8,19.0,63.0,21,61,-7.78,0.16,-7.62,103.6,111.8,-8.2,93.8,0.344,0.087,0.535,0.479,15.9,28.7,0.275,0.503,13.5,66.3,0.26899999999999996,Target Center,754593,,False
DAL,24.9,11.0,71.0,10,72,-15.2,0.52,-14.68,99.5,114.7,-15.2,99.5,0.299,0.115,0.495,0.455,15.1,31.1,0.21,0.519,13.5,68.1,0.34700000000000003,Reunion Arena,554724,,False
