Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Off_eFG%,Off_TOV%,Off_ORB%,Off_FT/FGA,Def_eFG%,Def_TOV%,Def_DRB%,Def_FT/FGA,Arena,Attend.,Attend./G,Made_Playoffs
NJN,26.5,42.0,40.0,42,40,0.23,0.41,0.64,107.9,107.7,0.2,101.0,0.3,0.03,0.532,0.493,13.8,33.9,0.21899999999999997,0.505,15.6,68.2,0.263,Brendan Byrne Arena,502177,,True
UTA,27.0,41.0,41.0,41,41,-0.11,-0.22,-0.33,103.3,103.4,-0.1,105.1,0.33299999999999996,0.042,0.534,0.483,15.8,29.0,0.257,0.469,15.7,65.3,0.23800000000000002,Salt Palace,371829,,True
WSB,27.1,40.0,42.0,40,42,-0.27,0.42,0.15,104.3,104.6,-0.3,100.3,0.26899999999999996,0.054000000000000006,0.524,0.486,13.4,27.5,0.2,0.491,15.3,68.2,0.226,Capital Centre,383098,17042.0,True
CHI,25.2,38.0,44.0,39,43,-0.84,0.34,-0.5,108.7,109.6,-0.9,99.4,0.366,0.023,0.556,0.502,15.4,32.2,0.287,0.495,13.8,67.5,0.257,Chicago Stadium,487297,,True
ATL,25.5,34.0,48.0,37,45,-1.45,0.31,-1.14,105.9,107.3,-1.4,99.8,0.33299999999999996,0.033,0.536,0.489,15.3,32.5,0.25,0.485,15.2,63.8,0.249,Omni Coliseum,290746,,False
PHO,26.4,36.0,46.0,35,47,-2.11,-0.23,-2.34,104.7,106.8,-2.1,102.5,0.319,0.043,0.544,0.49700000000000005,16.3,29.8,0.24600000000000002,0.498,15.0,68.3,0.24,Arizona Veterans Memorial Coliseum,478788,,True
KCK,26.1,31.0,51.0,34,48,-2.67,-0.04,-2.71,109.5,112.1,-2.6,104.4,0.35700000000000004,0.033,0.5589999999999999,0.508,15.9,34.0,0.278,0.514,14.2,66.6,0.262,Kemper Arena,262813,,False
CLE,26.6,36.0,46.0,34,48,-2.76,0.48,-2.27,106.0,108.7,-2.7,101.9,0.33799999999999997,0.045,0.526,0.478,14.1,32.9,0.254,0.483,13.7,66.9,0.265,Coliseum at Richfield,324004,7618.0,True
LAC,27.3,31.0,51.0,30,52,-4.49,-0.07,-4.55,105.8,110.3,-4.5,100.9,0.31,0.026000000000000002,0.5429999999999999,0.499,16.4,33.8,0.235,0.495,12.7,66.1,0.21,Los Angeles Memorial Sports Arena,384519,,False
NYK,25.8,24.0,58.0,29,53,-4.63,0.54,-4.09,104.9,109.6,-4.7,99.5,0.331,0.027999999999999997,0.53,0.48700000000000004,15.2,31.7,0.24,0.499,16.5,63.3,0.33899999999999997,Madison Square Garden (IV),457137,,False
SEA,26.4,31.0,51.0,27,55,-5.44,0.0,-5.44,102.8,108.2,-5.4,99.3,0.33399999999999996,0.027000000000000003,0.529,0.47700000000000004,15.9,30.0,0.257,0.498,14.6,67.3,0.23800000000000002,King County Domed Stadium,303344,,False
IND,24.1,22.0,60.0,26,56,-6.21,0.75,-5.46,102.5,108.4,-5.9,105.1,0.344,0.021,0.527,0.478,16.1,31.7,0.255,0.499,14.3,70.5,0.282,Market Square Arena,438377,,False
GSW,26.1,22.0,60.0,24,58,-7.34,0.13,-7.21,106.0,113.0,-7.0,103.2,0.335,0.053,0.522,0.47,14.4,34.5,0.257,0.54,16.1,66.0,0.268,Oakland-Alameda County Coliseum Arena,300586,,False
