Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
Dominick Barlow,20,SAS,PF,33,1,12.7,1.7,3.4,.496,0.1,0.3,.333,1.6,3.2,.510,.509,0.9,1.3,.690,1.4,2.1,3.4,1.1,0.4,0.4,0.3,1.4,4.4,14.6,.548,.080,.372,11.5,17.7,14.5,11.7,1.4,2.8,6.4,14.1,0.7,0.4,1.1,.126,-1.7,0.0,-1.7,0.0,
MarJon Beauchamp,23,MIL,SF,48,1,12.7,1.7,3.5,.488,0.6,1.6,.400,1.1,1.9,.560,.578,0.4,0.6,.679,0.5,1.6,2.1,0.6,0.3,0.1,0.6,1.1,4.4,9.7,.592,.452,.169,4.1,13.6,8.9,6.7,1.0,1.0,13.2,14.6,0.2,0.5,0.7,.056,-2.3,-0.9,-3.2,-0.2,2609400.0
Joe Ingles,36,ORL,SF,68,0,17.2,1.5,3.3,.436,1.0,2.4,.435,0.4,1.0,.439,.590,0.4,0.5,.824,0.3,1.8,2.1,3.0,0.6,0.1,1.0,1.3,4.4,10.6,.612,.709,.150,1.8,12.6,7.1,23.0,1.8,0.4,21.7,11.6,1.1,1.5,2.6,.108,-1.7,1.2,-0.5,0.5,11000000.0
Maxi Kleber,32,DAL,C,43,7,20.3,1.5,3.4,.432,0.7,2.1,.348,0.7,1.3,.574,.541,0.8,1.1,.702,0.7,2.6,3.3,1.6,0.4,0.7,0.7,1.8,4.4,8.8,.573,.630,.322,3.8,14.1,9.0,9.5,0.9,3.0,14.4,9.6,0.6,0.8,1.4,.080,-2.3,1.0,-1.3,0.2,11000000.0
Jontay Porter,24,TOR,PF,26,5,13.8,1.5,4.0,.385,0.8,2.3,.333,0.8,1.7,.455,.481,0.6,0.7,.833,1.0,2.2,3.2,2.3,0.8,0.8,0.8,1.3,4.4,14.9,.514,.577,.173,7.8,17.5,12.5,21.8,2.7,4.9,15.8,15.8,0.2,0.4,0.7,.089,-0.3,1.9,1.7,0.3,
Lester Quiñones,23,GSW,SG,37,0,10.6,1.5,3.8,.397,0.9,2.4,.364,0.6,1.4,.453,.511,0.5,0.8,.690,0.6,1.4,1.9,1.0,0.2,0.1,0.5,1.2,4.4,10.3,.533,.624,.206,5.8,13.8,9.9,12.0,0.7,0.5,10.0,18.3,0.3,0.3,0.6,.068,-2.0,-1.3,-3.3,-0.1,
Ben Sheppard,22,IND,SG,57,1,14.3,1.6,4.0,.393,0.9,2.7,.314,0.7,1.3,.562,.500,0.4,0.5,.885,0.3,1.3,1.6,0.9,0.6,0.0,0.3,1.5,4.4,8.1,.524,.681,.114,2.1,10.3,6.2,7.5,1.9,0.2,5.9,13.2,0.3,0.4,0.8,.046,-3.3,-0.1,-3.4,-0.3,2537160.0
Blake Wesley,20,SAS,SG,61,3,14.4,1.7,3.5,.474,0.2,0.9,.218,1.5,2.6,.563,.502,0.9,1.3,.667,0.3,1.2,1.5,2.7,0.5,0.1,0.9,1.5,4.4,10.1,.537,.256,.363,2.2,9.5,5.8,25.3,1.6,0.9,18.1,14.7,0.3,0.6,0.9,.050,-4.0,0.1,-4.0,-0.4,2504640.0
Jeff Dowtin,26,PHI,PG,12,0,11.8,1.7,3.0,.556,0.8,1.6,.474,0.9,1.4,.647,.681,0.3,0.3,.750,0.3,1.4,1.7,2.3,0.6,0.1,0.4,0.1,4.3,18.2,.689,.528,.111,2.3,13.5,7.8,26.4,2.4,0.6,11.7,13.0,0.4,0.2,0.6,.193,2.0,1.3,3.3,0.2,
Jaxson Hayes,23,LAL,C,70,5,12.5,1.8,2.5,.720,0.0,0.1,.000,1.8,2.4,.754,.720,0.7,1.2,.622,1.0,2.0,3.0,0.5,0.5,0.4,0.6,1.8,4.3,14.0,.718,.046,.469,9.2,17.1,13.4,5.0,1.8,2.9,16.9,12.5,1.4,1.1,2.5,.135,-2.8,0.9,-1.9,0.0,2165000.0
Caleb Houstan,21,ORL,SF,59,13,13.8,1.4,3.5,.388,1.2,3.3,.373,0.1,0.2,.615,.563,0.4,0.4,.808,0.5,0.9,1.4,0.5,0.3,0.1,0.3,1.0,4.3,8.3,.582,.937,.126,4.0,8.1,6.1,4.8,0.9,0.5,6.9,12.5,0.7,0.8,1.5,.089,-1.4,-0.5,-1.9,0.0,2000000.0
John Konchar,27,MEM,SF,55,23,21.3,1.6,3.8,.423,0.7,2.2,.317,0.9,1.6,.568,.514,0.4,0.5,.840,1.3,3.4,4.7,2.0,0.9,0.9,0.8,1.4,4.3,11.4,.537,.577,.120,6.5,18.0,12.0,13.0,2.1,4.1,17.4,9.7,0.5,1.7,2.2,.091,-2.6,2.2,-0.4,0.5,2400000.0
Dru Smith,26,MIA,SG,9,0,14.6,1.7,3.7,.455,0.8,1.9,.412,0.9,1.8,.500,.561,0.2,0.2,1.000,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3,12.8,.576,.515,.061,5.1,7.0,6.1,15.0,3.4,2.2,12.9,13.2,0.1,0.2,0.3,.125,-1.8,3.2,1.4,0.1,1801769.0
Thaddeus Young,35,TOR,PF,23,6,15.2,2.3,3.8,.621,0.0,0.3,.167,2.3,3.5,.654,.626,0.2,0.5,.417,1.3,2.0,3.3,2.2,0.8,0.1,0.5,1.7,5.0,16.0,.618,.069,.138,8.9,14.8,11.8,19.8,2.5,0.8,10.7,12.6,0.7,0.3,1.0,.138,-0.2,0.9,0.6,0.2,
Thaddeus Young,35,PHO,PF,10,0,8.9,1.1,2.1,.524,0.0,0.1,.000,1.1,2.0,.550,.524,0.1,0.3,.333,1.7,1.1,2.8,0.7,0.5,0.2,0.4,1.1,2.3,15.1,.515,.048,.143,22.8,13.3,17.8,10.4,2.7,2.0,15.2,12.8,0.1,0.1,0.3,.137,-1.5,0.6,-0.9,0.0,
Jacob Gilyard,25,MEM,PG,37,14,17.7,1.6,3.9,.417,1.4,3.2,.425,0.2,0.6,.375,.594,0.1,0.1,1.000,0.2,0.9,1.2,3.5,0.7,0.1,0.8,0.9,4.7,11.6,.597,.833,.014,1.3,6.1,3.6,28.5,2.0,0.7,16.7,11.4,0.9,0.5,1.4,.103,-1.5,0.2,-1.3,0.1,
Jacob Gilyard,25,BRK,PG,4,0,11.3,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,0.0,0.0,,0.3,0.5,0.8,1.5,1.5,0.0,0.3,1.0,0.0,4.5,.000,1.000,.000,2.4,5.0,3.6,15.8,6.6,0.0,14.3,6.7,-0.1,0.1,0.0,-0.017,-8.7,6.5,-2.2,0.0,
Armoni Brooks,25,BRK,PG,10,0,10.4,1.5,4.6,.326,1.1,3.2,.344,0.4,1.4,.286,.446,0.1,0.2,.500,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2,8.3,.448,.696,.043,7.2,11.9,9.5,6.9,0.5,0.9,6.0,20.8,-0.1,0.1,0.0,-0.018,-2.2,-3.7,-5.8,-0.1,
Troy Brown Jr.,24,MIN,SF,37,3,11.1,1.4,3.2,.441,0.8,2.3,.369,0.6,0.9,.618,.572,0.5,0.6,.864,0.4,1.6,1.9,0.9,0.2,0.1,0.5,0.7,4.2,11.6,.603,.712,.186,4.1,15.4,10.0,11.7,1.0,0.4,12.4,15.7,0.4,0.6,1.0,.118,-0.2,0.5,0.4,0.2,4000000.0
Troy Brown Jr.,24,DET,SF,22,12,19.0,1.5,4.9,.296,0.7,2.6,.281,0.7,2.3,.314,.370,0.6,0.7,.867,0.5,2.8,3.3,1.1,0.7,0.0,0.5,0.7,4.2,5.9,.406,.528,.139,2.9,16.6,9.6,7.8,1.8,0.2,9.5,12.9,-0.5,0.3,-0.2,-0.021,-5.3,-0.2,-5.5,-0.4,4000000.0
Max Christie,20,LAL,SG,67,7,14.1,1.5,3.6,.427,0.6,1.8,.356,0.9,1.8,.496,.515,0.5,0.7,.783,0.2,1.9,2.1,0.9,0.3,0.3,0.5,0.9,4.2,8.4,.544,.490,.191,1.9,14.2,8.4,8.0,1.0,1.6,11.8,13.6,-0.1,0.8,0.7,.036,-3.2,-0.4,-3.6,-0.4,1719864.0
Ashton Hagans,24,POR,PG,19,1,16.6,1.5,3.7,.408,0.4,1.3,.320,1.1,2.4,.457,.465,0.7,0.9,.824,0.7,1.6,2.4,2.8,0.6,0.5,1.6,2.1,4.2,8.5,.510,.352,.239,4.7,11.7,8.0,23.7,1.7,2.6,27.7,14.6,-0.2,0.3,0.0,.006,-4.4,0.9,-3.5,-0.1,
Danuel House Jr.,30,PHI,SF,34,4,15.0,1.4,3.1,.448,0.4,1.5,.300,0.9,1.6,.582,.519,1.0,1.4,.761,0.5,1.2,1.7,0.8,0.4,0.1,0.6,1.3,4.2,8.5,.575,.476,.438,3.4,9.3,6.3,7.2,1.5,0.9,13.2,12.2,0.3,0.4,0.7,.066,-3.4,-0.5,-4.0,-0.3,4310250.0
Skylar Mays,26,POR,PG,21,5,17.0,2.5,6.6,.384,0.7,2.3,.286,1.9,4.2,.438,.435,0.6,0.8,.765,0.4,1.3,1.8,3.6,0.7,0.1,0.9,1.0,6.3,11.9,.457,.355,.123,2.7,9.4,5.8,31.8,1.9,0.8,11.0,19.5,0.0,0.2,0.3,.034,-1.8,-0.5,-2.3,0.0,
Skylar Mays,26,LAL,SG,17,0,4.5,0.6,1.2,.476,0.1,0.3,.400,0.5,0.9,.500,.524,0.0,0.0,,0.1,0.3,0.4,0.6,0.4,0.1,0.1,0.4,1.3,12.3,.524,.238,.000,1.5,6.9,4.3,16.8,4.3,1.1,8.7,12.9,0.0,0.1,0.1,.092,-3.5,2.9,-0.6,0.0,
Sandro Mamukelashvili,24,SAS,C,46,5,9.8,1.6,3.4,.471,0.4,1.4,.297,1.2,2.0,.593,.532,0.5,0.7,.735,1.0,2.2,3.2,1.1,0.2,0.3,0.4,0.8,4.1,15.8,.559,.413,.219,10.7,24.7,17.6,15.4,0.7,2.2,10.1,17.7,0.6,0.4,1.0,.110,-0.1,-0.4,-0.5,0.2,2019760.0
Luka Šamanić,24,UTA,PF,43,7,9.4,1.4,3.7,.380,0.3,1.5,.203,1.1,2.2,.500,.421,1.0,1.3,.786,0.5,1.9,2.4,0.4,0.1,0.2,0.7,0.7,4.1,8.9,.485,.405,.354,6.0,21.6,13.9,6.5,0.6,1.5,13.3,21.8,-0.4,0.2,-0.2,-0.029,-4.9,-2.9,-7.8,-0.6,
Jae'Sean Tate,28,HOU,SF,65,9,15.9,1.7,3.5,.472,0.4,1.2,.299,1.3,2.3,.559,.522,0.4,0.6,.667,0.9,2.1,3.0,1.0,0.6,0.2,0.6,2.1,4.1,9.3,.538,.336,.170,6.3,14.3,10.2,8.2,2.0,1.3,13.1,11.7,0.4,1.3,1.8,.082,-3.7,1.5,-2.3,-0.1,6500000.0
Patty Mills,35,ATL,PG,19,0,10.6,1.0,2.7,.373,0.7,1.8,.382,0.3,0.9,.353,.500,0.0,0.0,,0.3,0.8,1.1,0.7,0.5,0.1,0.4,0.9,2.7,6.6,.500,.667,.000,2.6,8.4,5.4,8.7,2.1,0.4,13.6,12.2,-0.1,0.1,0.0,.008,-4.1,0.4,-3.8,-0.1,
Patty Mills,35,MIA,PG,13,5,16.4,2.1,6.2,.338,0.8,4.1,.208,1.2,2.1,.593,.406,0.8,0.8,1.000,0.3,0.8,1.2,1.5,0.8,0.0,0.6,1.2,5.8,7.9,.448,.663,.138,2.1,5.9,4.0,13.4,2.6,0.0,8.6,19.4,-0.2,0.3,0.0,.009,-5.8,0.5,-5.3,-0.2,
Izaiah Brockington,24,NOP,PG,1,0,3.0,2.0,5.0,.400,0.0,1.0,.000,2.0,4.0,.500,.400,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,26.6,.400,.200,.000,37.6,36.7,37.1,0.0,0.0,0.0,0.0,72.5,0.0,0.0,0.0,-0.177,-9.2,-8.5,-17.8,0.0,
Ousmane Dieng,20,OKC,PF,33,0,11.1,1.5,3.5,.422,0.6,2.1,.300,0.8,1.4,.609,.513,0.4,0.5,.875,0.3,1.2,1.5,1.1,0.2,0.2,0.6,0.7,4.0,10.1,.540,.603,.138,3.2,12.0,7.8,12.9,1.1,1.3,13.4,16.9,0.0,0.4,0.4,.055,-2.3,-0.7,-3.0,-0.1,4798440.0
Luka Garza,25,MIN,C,25,0,4.9,1.4,3.0,.480,0.4,1.3,.281,1.1,1.7,.628,.540,0.7,1.0,.720,0.8,0.5,1.2,0.2,0.2,0.0,0.2,1.0,4.0,21.8,.576,.427,.333,18.6,10.7,14.4,5.9,1.6,0.7,6.5,33.3,0.2,0.2,0.4,.166,0.6,-2.7,-2.1,0.0,
Mouhamed Gueye,21,ATL,PF,6,0,12.2,1.3,3.8,.348,0.5,1.5,.333,0.8,2.3,.357,.413,0.8,1.0,.833,1.7,2.0,3.7,0.7,0.8,0.7,0.2,2.2,4.0,15.0,.468,.391,.261,14.4,18.6,16.4,7.0,3.3,4.9,3.8,15.2,0.1,0.1,0.2,.127,-2.1,0.6,-1.5,0.0,
Justin Holiday,34,DEN,SG,58,9,14.9,1.5,3.3,.454,0.9,2.3,.404,0.6,1.0,.569,.595,0.1,0.1,.750,0.2,1.1,1.2,1.2,0.6,0.2,0.2,1.2,4.0,9.7,.598,.701,.021,1.2,7.8,4.6,9.5,2.1,0.9,6.7,10.6,0.9,0.9,1.8,.101,-2.5,0.9,-1.6,0.1,2019706.0
Matthew Hurt,23,MEM,PF,8,0,14.1,1.5,4.3,.353,0.6,2.5,.250,0.9,1.8,.500,.426,0.4,0.4,1.000,1.1,0.9,2.0,0.5,0.4,0.4,0.3,1.0,4.0,8.4,.453,.588,.088,8.4,7.1,7.7,5.1,1.3,2.5,5.4,14.2,0.0,0.1,0.1,.031,-3.0,-0.7,-3.7,-0.1,
JaVale McGee,36,SAC,C,46,0,7.4,1.7,2.9,.598,0.0,0.2,.143,1.7,2.7,.624,.602,0.6,1.0,.578,0.9,1.8,2.7,0.4,0.3,0.4,0.7,1.0,4.0,19.0,.609,.053,.341,13.6,28.4,20.8,7.6,2.0,5.4,18.3,23.4,0.1,0.6,0.7,.101,-1.9,0.6,-1.3,0.1,2019706.0
Svi Mykhailiuk,26,BOS,SF,41,2,10.1,1.4,3.3,.416,1.0,2.6,.389,0.4,0.7,.517,.569,0.1,0.2,.667,0.3,1.0,1.2,0.9,0.3,0.0,0.3,0.5,4.0,11.7,.575,.788,.066,3.0,10.0,6.7,11.0,1.3,0.2,7.8,16.1,0.5,0.4,0.9,.106,-0.9,-0.9,-1.8,0.0,2019706.0
Rayan Rupert,19,POR,SG,39,12,16.2,1.4,4.1,.335,0.7,2.0,.359,0.7,2.1,.313,.422,0.5,0.6,.760,0.6,1.7,2.4,1.6,0.3,0.1,0.8,1.4,4.0,5.8,.451,.484,.155,4.0,12.8,8.1,13.5,0.9,0.4,15.3,13.6,-0.4,0.3,-0.1,-0.009,-5.6,-1.2,-6.7,-0.8,
Adama Sanogo,21,CHI,PF,9,0,7.3,1.6,3.0,.519,0.0,0.0,,1.6,3.0,.519,.519,0.9,1.3,.667,2.1,1.9,4.0,0.0,0.1,0.0,0.6,0.6,4.0,21.9,.558,.000,.444,31.6,29.4,30.5,0.0,0.8,0.0,13.4,24.8,0.1,0.1,0.2,.133,-0.4,-6.3,-6.7,-0.1,
Jaylin Williams,21,OKC,C,69,1,13.0,1.4,3.3,.417,0.8,2.1,.368,0.6,1.2,.500,.533,0.5,0.6,.805,0.5,2.9,3.4,1.6,0.4,0.4,0.5,1.4,4.0,12.7,.561,.632,.180,4.7,23.7,14.5,15.0,1.5,2.8,12.1,13.5,1.0,1.5,2.4,.130,-0.8,1.9,1.1,0.7,2000000.0
Jules Bernard,24,WAS,SG,19,0,7.8,1.5,3.4,.453,0.6,1.5,.379,0.9,1.8,.514,.539,0.3,0.5,.556,0.5,0.8,1.4,0.8,0.2,0.1,0.4,0.7,3.9,12.7,.544,.453,.141,7.0,11.8,9.3,15.4,0.9,0.5,10.5,21.5,0.0,0.0,0.1,.026,-0.6,-2.5,-3.0,0.0,
Chris Duarte,26,SAC,SF,59,11,12.2,1.4,3.6,.381,0.7,2.2,.346,0.6,1.4,.434,.486,0.4,0.6,.788,0.4,1.4,1.8,0.7,0.5,0.1,0.4,1.4,3.9,8.4,.512,.605,.157,4.0,12.7,8.3,7.8,1.9,1.0,10.4,14.9,0.0,0.7,0.7,.047,-3.5,0.1,-3.4,-0.2,4124400.0
DeAndre Jordan,35,DEN,C,36,2,11.0,1.6,2.6,.624,0.0,0.0,,1.6,2.6,.624,.624,0.7,1.5,.491,1.5,2.9,4.4,0.7,0.2,0.4,0.6,1.6,3.9,16.0,.610,.000,.570,15.6,28.0,22.0,8.5,0.8,3.4,16.5,15.4,0.6,0.6,1.2,.147,-1.7,-0.1,-1.7,0.0,2019706.0
Sidy Cissoko,19,SAS,SF,12,0,11.8,1.3,2.8,.485,0.1,1.0,.083,1.3,1.8,.714,.500,1.0,1.3,.800,0.7,1.2,1.8,0.8,0.6,0.3,0.3,1.5,3.8,12.0,.568,.364,.455,6.1,10.8,8.4,9.4,2.4,1.8,7.0,12.7,0.2,0.1,0.3,.110,-4.0,1.4,-2.7,0.0,
Anthony Gill,31,WAS,PF,50,3,9.3,1.5,3.2,.469,0.2,0.8,.244,1.3,2.4,.546,.500,0.6,0.7,.806,0.7,1.1,1.9,0.7,0.3,0.2,0.5,1.0,3.8,12.1,.537,.256,.225,8.3,13.4,10.8,10.0,1.3,1.9,11.6,18.0,0.1,0.2,0.4,.038,-2.6,-1.5,-4.1,-0.3,1997239.0
KJ Martin,23,LAC,SF,2,0,15.5,2.0,5.0,.400,0.5,2.5,.200,1.5,2.5,.600,.450,0.5,1.0,.500,0.5,1.0,1.5,0.5,1.0,0.5,1.0,1.5,5.0,6.9,.460,.500,.200,3.8,7.0,5.5,4.3,3.2,2.9,15.5,18.2,-0.1,0.0,0.0,-0.034,-6.8,0.7,-6.1,0.0,1930681.0
KJ Martin,23,LAC,SF,2,0,15.5,2.0,5.0,.400,0.5,2.5,.200,1.5,2.5,.600,.450,0.5,1.0,.500,0.5,1.0,1.5,0.5,1.0,0.5,1.0,1.5,5.0,6.9,.460,.500,.200,3.8,7.0,5.5,4.3,3.2,2.9,15.5,18.2,-0.1,0.0,0.0,-0.034,-6.8,0.7,-6.1,0.0,1930681.0
KJ Martin,23,PHI,SF,58,2,12.3,1.6,2.9,.544,0.1,0.4,.304,1.5,2.6,.581,.564,0.4,0.7,.538,0.7,1.5,2.2,0.9,0.3,0.2,0.5,1.7,3.7,10.0,.569,.135,.228,6.1,13.8,9.9,9.6,1.4,1.4,13.8,13.2,0.4,0.7,1.1,.076,-3.9,-0.1,-4.0,-0.4,1930681.0
KJ Martin,23,PHI,SF,58,2,12.3,1.6,2.9,.544,0.1,0.4,.304,1.5,2.6,.581,.564,0.4,0.7,.538,0.7,1.5,2.2,0.9,0.3,0.2,0.5,1.7,3.7,10.0,.569,.135,.228,6.1,13.8,9.9,9.6,1.4,1.4,13.8,13.2,0.4,0.7,1.1,.076,-3.9,-0.1,-4.0,-0.4,1930681.0
Keita Bates-Diop,28,PHO,SF,39,8,15.3,1.6,3.8,.427,0.5,1.6,.313,1.1,2.2,.512,.493,0.7,0.9,.722,0.8,1.8,2.6,0.9,0.6,0.5,0.3,0.8,4.5,11.3,.525,.427,.240,6.0,12.8,9.6,7.4,1.8,3.0,7.3,13.0,0.4,0.7,1.1,.089,-1.5,0.3,-1.2,0.1,2364614.0
Keita Bates-Diop,28,BRK,SF,14,0,4.9,0.6,1.1,.500,0.1,0.4,.200,0.5,0.8,.636,.531,0.4,0.4,1.000,0.1,0.6,0.6,0.3,0.2,0.1,0.1,0.1,1.6,13.4,.617,.313,.375,1.6,13.2,7.2,8.1,2.2,2.7,9.7,13.2,0.1,0.1,0.2,.112,-1.3,1.5,0.2,0.0,2364614.0
Oshae Brissett,25,BOS,SF,55,1,11.5,1.2,2.8,.444,0.3,1.0,.273,1.0,1.8,.541,.493,0.9,1.5,.602,1.1,1.8,2.9,0.8,0.3,0.1,0.4,1.0,3.7,12.8,.530,.359,.542,10.9,16.3,13.7,8.7,1.5,1.1,9.5,14.5,0.8,0.9,1.7,.131,-2.0,0.2,-1.8,0.0,2165000.0
Jamal Cain,24,MIA,PF,26,1,10.0,1.3,3.0,.430,0.4,1.2,.355,0.9,1.8,.479,.500,0.7,0.9,.783,0.6,0.8,1.4,0.4,0.4,0.2,0.3,0.8,3.7,11.5,.544,.392,.291,6.5,9.7,8.1,5.6,1.9,1.9,8.2,16.7,0.1,0.3,0.5,.089,-2.5,0.2,-2.3,0.0,
Drew Peterson,24,BOS,PF,3,0,7.7,1.3,2.0,.667,1.0,1.7,.600,0.3,0.3,1.000,.917,0.0,0.0,,0.0,0.3,0.3,0.3,0.7,0.0,0.3,0.3,3.7,18.5,.917,.833,.000,0.0,4.5,2.3,5.9,4.3,0.0,14.3,13.3,0.1,0.0,0.1,.194,3.8,1.6,5.3,0.0,
T.J. Warren,30,MIN,SF,11,0,11.4,1.6,3.7,.439,0.2,1.2,.154,1.5,2.5,.571,.463,0.3,0.4,.750,0.5,1.5,2.0,0.8,0.4,0.1,0.4,1.0,3.7,9.2,.479,.317,.098,4.8,14.8,10.0,10.1,1.6,0.7,8.6,16.5,0.0,0.2,0.2,.060,-5.0,0.5,-4.5,-0.1,
James Bouknight,23,CHO,SG,14,0,5.8,1.3,2.9,.439,0.9,2.1,.433,0.4,0.8,.455,.598,0.1,0.1,.500,0.1,0.6,0.6,0.4,0.1,0.1,0.1,0.2,3.6,15.9,.597,.732,.049,1.3,11.4,6.2,12.2,0.6,1.2,4.6,23.9,0.1,0.0,0.1,.062,4.4,-2.2,2.2,0.1,4570080.0
Collin Gillespie,24,DEN,PG,24,0,9.4,1.3,2.9,.464,0.6,1.6,.395,0.7,1.3,.548,.572,0.3,0.5,.667,0.0,0.8,0.9,1.1,0.5,0.0,0.6,1.0,3.6,11.0,.586,.551,.174,0.5,9.6,5.2,15.5,2.9,0.0,15.9,17.1,0.1,0.3,0.4,.076,-3.7,0.9,-2.7,0.0,
Gui Santos,21,GSW,PF,23,0,8.3,1.2,2.4,.509,0.4,1.2,.370,0.8,1.2,.643,.600,0.7,0.7,.941,0.7,1.4,2.1,0.6,0.2,0.1,0.3,1.0,3.6,15.6,.656,.491,.309,9.7,17.7,13.8,9.6,1.0,0.9,10.1,15.2,0.5,0.2,0.7,.169,0.0,-0.5,-0.5,0.1,
Jarace Walker,20,IND,PF,33,0,10.3,1.4,3.3,.409,0.7,1.7,.400,0.7,1.7,.418,.509,0.2,0.3,.889,0.4,1.5,1.9,1.2,0.5,0.3,0.5,0.9,3.6,11.8,.527,.500,.082,4.0,17.0,10.5,13.9,2.1,2.6,13.0,16.1,0.1,0.3,0.4,.058,-0.5,0.7,0.2,0.2,6059520.0
Lindy Waters III,26,OKC,SG,38,0,7.4,1.3,2.7,.471,1.0,2.2,.435,0.3,0.5,.632,.649,0.1,0.1,1.000,0.2,0.9,1.1,0.6,0.1,0.2,0.2,0.6,3.6,15.3,.653,.817,.019,2.9,12.6,8.0,11.5,0.9,2.3,6.3,17.3,0.6,0.3,0.9,.150,2.4,-0.5,1.9,0.3,
Théo Maledon,22,CHO,PG,13,1,15.4,1.5,5.1,.288,0.4,2.3,.167,1.1,2.8,.389,.326,0.8,0.9,.917,0.3,1.5,1.8,2.2,0.5,0.0,1.2,1.4,4.2,3.9,.379,.455,.182,2.2,11.0,6.5,19.0,1.7,0.0,17.4,19.1,-0.5,0.1,-0.5,-0.110,-7.7,-1.8,-9.5,-0.4,
Théo Maledon,22,PHO,PG,4,0,3.3,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,0.8,0.8,1.000,0.0,0.3,0.3,0.0,0.0,0.0,0.8,0.8,1.3,-8.0,.470,.000,.750,0.0,8.3,4.3,0.0,0.0,0.0,36.1,27.7,-0.1,0.0,-0.1,-0.296,-17.6,-6.1,-23.7,-0.1,
Onuralp Bitim,24,CHI,SG,23,1,11.7,1.4,3.7,.381,0.5,1.9,.273,0.9,1.7,.500,.452,0.2,0.2,.800,0.3,1.1,1.4,0.6,0.1,0.1,0.4,1.0,3.5,5.0,.464,.524,.060,2.5,11.1,6.7,6.5,0.6,0.8,10.4,15.8,-0.3,0.1,-0.1,-0.027,-5.4,-2.0,-7.4,-0.4,
Jordan McLaughlin,27,MIN,PG,56,0,11.2,1.3,2.6,.483,0.8,1.6,.472,0.5,1.0,.500,.628,0.2,0.3,.722,0.3,1.0,1.3,2.0,0.6,0.1,0.3,0.6,3.5,15.5,.638,.614,.124,3.4,9.4,6.5,23.7,2.8,1.0,11.1,12.1,1.4,1.1,2.5,.193,1.4,2.9,4.2,1.0,2320000.0
Marques Bolden,25,MIL,C,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,3.0,,,,0.0,71.5,36.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.102,-7.8,2.3,-5.5,0.0,
Marques Bolden,25,CHO,C,9,2,13.1,1.9,2.8,.680,0.0,0.1,.000,1.9,2.7,.708,.680,0.3,0.4,.750,1.1,2.4,3.6,0.4,0.3,0.8,0.3,1.0,4.1,16.4,.691,.040,.160,9.2,21.6,15.2,4.9,1.3,5.5,10.1,11.1,0.2,0.1,0.3,.135,-2.0,-0.6,-2.6,0.0,
Ryan Rollins,21,WAS,PG,10,0,6.6,1.3,2.5,.520,0.2,0.3,.667,1.1,2.2,.500,.560,1.3,1.7,.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1,22.7,.631,.120,.680,3.2,14.9,8.9,24.0,5.7,3.7,17.7,25.2,0.1,0.1,0.2,.147,0.6,4.5,5.0,0.1,
Ryan Rollins,21,MIL,PG,3,0,4.0,0.3,0.7,.500,0.3,0.3,1.000,0.0,0.3,.000,.750,0.0,0.0,,0.0,0.7,0.7,1.0,0.7,0.0,0.3,0.3,1.0,18.5,.750,.500,.000,0.0,17.9,9.1,30.9,8.0,0.0,33.3,10.8,0.0,0.0,0.0,.199,0.6,8.5,9.2,0.0,
Yuta Watanabe,29,PHO,SF,29,0,13.2,1.2,3.3,.361,0.8,2.6,.320,0.4,0.8,.500,.485,0.3,0.5,.667,0.4,1.2,1.6,0.3,0.3,0.2,0.6,1.2,3.6,5.4,.502,.773,.155,3.4,9.6,6.7,3.3,1.2,1.6,13.4,13.6,-0.3,0.3,0.0,.004,-4.6,-1.4,-6.0,-0.4,2346614.0
Yuta Watanabe,29,MEM,SF,5,0,16.4,1.2,3.8,.316,0.2,2.0,.100,1.0,1.8,.556,.342,0.0,0.4,.000,0.0,1.8,1.8,1.0,0.6,0.0,0.6,1.0,2.6,1.5,.327,.526,.105,0.0,12.5,6.0,8.4,1.8,0.0,13.1,12.0,-0.2,0.1,-0.1,-0.074,-8.5,0.0,-8.6,-0.1,2346614.0
Buddy Boeheim,24,DET,SF,10,0,8.4,0.9,2.9,.310,0.8,2.5,.320,0.1,0.4,.250,.448,0.8,1.0,.800,0.3,0.7,1.0,0.3,0.0,0.1,0.0,0.5,3.4,9.1,.509,.862,.345,3.9,9.5,6.6,4.8,0.0,1.0,0.0,17.0,0.1,0.0,0.1,.047,-0.7,-2.8,-3.5,0.0,
