Team,G,MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_Made_Playoffs
TOR,82,240.9,36.6,80.7,0.45399999999999996,4.2,12.5,0.33899999999999997,32.4,68.2,0.475,19.9,26.0,0.764,11.7,31.1,42.8,21.8,6.8,5.3,15.2,22.9,97.3,True
OKC,82,241.2,38.2,84.6,0.451,5.4,15.8,0.34,32.8,68.9,0.47700000000000004,16.4,21.9,0.748,13.2,31.8,45.1,23.6,7.2,5.3,15.3,22.4,98.1,True
BRK,82,241.8,38.1,82.2,0.46399999999999997,4.5,12.4,0.363,33.6,69.9,0.48100000000000004,18.3,24.5,0.747,13.8,32.4,46.2,22.8,6.9,5.7,16.7,22.8,99.0,False
ORL,82,240.9,37.5,84.4,0.445,5.3,15.6,0.33799999999999997,32.3,68.8,0.469,19.1,25.7,0.745,13.3,30.2,43.5,24.3,8.8,5.8,18.1,24.5,99.4,False
MEM,82,242.1,38.2,80.6,0.474,4.4,13.2,0.33299999999999996,33.8,67.4,0.502,18.7,24.3,0.769,11.8,28.5,40.3,23.6,8.8,6.3,15.0,23.3,99.5,False
ATL,82,241.8,39.2,86.1,0.455,4.5,12.4,0.36700000000000005,34.6,73.7,0.469,16.8,21.9,0.769,12.8,30.2,43.0,23.0,8.0,4.9,12.2,22.3,99.7,False
WAS,82,241.5,36.6,79.8,0.45899999999999996,4.8,12.8,0.371,31.9,67.0,0.47600000000000003,21.8,29.3,0.7440000000000001,11.7,29.5,41.2,21.9,8.4,6.1,14.9,24.0,99.9,False
BOS,82,240.6,36.1,76.9,0.47,4.4,12.1,0.361,31.7,64.7,0.49,23.5,31.3,0.753,10.5,30.9,41.4,21.9,7.8,5.8,17.0,23.5,100.1,False
HOU,82,241.8,39.3,86.3,0.456,4.3,12.1,0.354,35.1,74.2,0.473,17.4,22.3,0.779,12.5,29.9,42.4,22.7,9.0,5.3,13.7,22.4,100.3,False
CLE,82,242.1,36.4,82.1,0.44299999999999995,5.1,15.0,0.342,31.3,67.2,0.465,22.6,29.1,0.7759999999999999,12.4,31.5,43.9,23.7,8.0,6.1,16.9,25.1,100.5,False
MIL,82,242.1,37.0,81.0,0.457,6.5,16.5,0.391,30.5,64.5,0.473,20.5,27.3,0.752,12.6,28.9,41.5,24.2,7.8,4.1,15.9,22.8,101.0,True
DEN,82,242.1,38.2,84.8,0.45,4.9,13.7,0.354,33.3,71.1,0.469,19.9,26.5,0.7509999999999999,12.5,31.8,44.3,24.4,7.5,5.6,14.4,23.6,101.1,False
SAC,82,241.5,39.9,88.3,0.452,4.8,13.7,0.353,35.0,74.6,0.47,17.5,23.3,0.7509999999999999,13.9,33.7,47.6,23.8,9.2,4.9,17.5,23.7,102.0,True
DET,82,241.8,38.0,81.8,0.465,5.6,15.0,0.371,32.5,66.7,0.486,20.4,27.3,0.746,11.9,30.5,42.4,23.1,8.0,4.8,17.1,27.1,102.0,True
DAL,82,240.6,39.3,86.0,0.457,5.2,15.2,0.345,34.1,70.8,0.48100000000000004,18.1,24.5,0.74,15.3,33.2,48.4,23.2,7.4,5.1,16.1,22.1,102.0,False
LAC,82,240.3,40.0,83.9,0.47700000000000004,5.1,13.1,0.387,34.9,70.8,0.494,18.4,24.9,0.741,12.7,32.9,45.6,24.1,7.6,4.6,14.3,21.1,103.5,False
GSW,82,240.9,38.6,82.6,0.467,5.2,14.2,0.36700000000000005,33.4,68.5,0.488,21.4,28.4,0.754,13.3,32.8,46.1,24.8,8.4,6.0,16.3,23.0,103.8,False
