Team,G,MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_Made_Playoffs
HOU,82,242.4,41.4,89.2,0.46299999999999997,2.4,7.0,0.341,39.0,82.2,0.474,18.6,24.2,0.77,15.0,29.3,44.4,26.0,9.1,4.7,14.3,20.4,103.7,False
POR,82,242.4,39.6,87.2,0.45399999999999996,3.0,9.8,0.303,36.6,77.4,0.474,21.9,28.9,0.759,13.4,28.5,41.9,24.1,8.4,5.3,16.7,23.9,104.1,True
SEA,82,242.1,39.8,83.7,0.475,2.5,7.6,0.337,37.2,76.1,0.489,22.5,30.0,0.7509999999999999,13.7,27.2,40.9,22.3,8.5,5.8,16.1,22.6,104.7,True
DAL,82,240.9,40.4,86.0,0.47,2.2,7.3,0.306,38.2,78.7,0.485,22.2,28.9,0.77,14.1,32.1,46.2,23.6,8.8,5.6,12.9,21.2,105.3,False
PHO,82,241.5,41.8,91.2,0.45899999999999996,2.2,7.1,0.307,39.6,84.0,0.47100000000000003,20.4,26.9,0.7559999999999999,14.9,28.6,43.5,23.3,8.0,6.0,15.3,23.5,106.2,True
MIL,82,242.4,42.0,84.3,0.498,2.7,7.4,0.36700000000000005,39.3,76.9,0.511,20.0,26.8,0.746,14.3,28.3,42.5,25.8,8.9,5.8,17.3,21.7,106.7,False
WSB,82,242.1,41.8,87.5,0.478,2.6,7.3,0.353,39.3,80.2,0.49,20.6,27.3,0.753,14.6,32.1,46.7,23.2,8.7,5.5,16.2,20.6,106.8,False
NJN,82,241.2,41.7,87.5,0.47700000000000004,2.0,6.2,0.317,39.8,81.3,0.489,21.6,28.3,0.7659999999999999,14.8,28.7,43.5,21.8,9.8,5.9,16.4,21.0,107.1,True
MIN,82,241.5,42.1,86.8,0.485,2.1,5.9,0.354,40.0,80.9,0.495,21.2,28.5,0.7440000000000001,16.0,30.9,46.9,25.5,8.0,7.0,14.8,20.4,107.5,False
DEN,82,241.2,40.8,85.0,0.48,2.3,6.5,0.35,38.5,78.5,0.491,23.7,30.6,0.773,13.5,30.9,44.4,22.1,9.5,7.2,17.0,21.8,107.6,False
ATL,82,242.7,43.0,89.5,0.48,3.1,8.9,0.34299999999999997,39.9,80.6,0.495,18.7,24.5,0.7659999999999999,14.1,31.0,45.2,26.4,8.7,4.8,15.3,21.1,107.7,False
ORL,82,240.3,41.8,85.9,0.486,2.6,7.4,0.353,39.2,78.5,0.499,22.3,29.7,0.7509999999999999,13.5,29.8,43.3,25.5,9.6,6.5,15.5,23.1,108.5,False
MIA,82,241.8,43.0,87.3,0.493,2.6,7.4,0.34700000000000003,40.5,79.9,0.507,20.5,27.3,0.752,13.8,29.5,43.3,25.2,8.9,5.5,16.0,24.0,109.2,True
IND,82,243.4,41.8,89.2,0.46799999999999997,2.6,7.8,0.33799999999999997,39.1,81.4,0.48100000000000004,24.1,32.0,0.752,15.1,28.4,43.5,26.4,10.0,4.7,15.2,24.2,110.3,True
SAC,82,241.8,43.4,90.5,0.479,2.5,7.5,0.331,40.9,83.0,0.493,21.1,28.0,0.752,16.0,32.2,48.2,26.0,10.0,6.5,16.5,22.1,110.3,False
CHO,82,241.5,45.3,91.4,0.496,2.5,7.7,0.324,42.8,83.7,0.512,20.3,27.3,0.741,15.3,31.5,46.8,28.9,7.6,6.4,17.0,21.3,113.4,False
GSW,82,242.4,44.1,91.5,0.48200000000000004,3.1,9.5,0.331,41.0,82.1,0.499,23.5,31.3,0.75,16.1,29.7,45.9,25.9,9.7,5.3,18.4,24.6,114.8,True
