Team,G,MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_Made_Playoffs
MIA,82,241.5,37.0,81.0,0.457,3.6,10.9,0.331,33.4,70.1,0.47700000000000004,23.0,30.8,0.748,13.1,27.6,40.7,22.2,8.4,5.3,16.0,23.7,100.7,True
NJN,82,241.8,39.8,86.9,0.45799999999999996,2.9,9.0,0.318,37.0,77.9,0.475,18.5,24.9,0.743,13.9,30.8,44.8,23.4,8.7,7.1,15.2,23.2,101.0,True
ORL,82,240.6,39.8,86.9,0.45799999999999996,3.6,10.3,0.349,36.2,76.6,0.473,18.6,25.0,0.745,14.6,28.1,42.7,25.6,9.2,5.4,15.0,22.5,101.8,True
MIL,82,240.3,39.7,80.8,0.491,3.5,9.6,0.36200000000000004,36.2,71.2,0.509,20.5,27.9,0.737,13.2,30.4,43.7,25.5,9.4,5.1,17.3,21.7,103.4,False
PHO,82,240.3,41.2,87.0,0.474,3.5,10.5,0.32799999999999996,37.8,76.5,0.494,17.5,24.4,0.72,13.2,27.4,40.6,26.3,9.1,5.3,15.3,22.8,103.4,True
MIN,82,240.6,39.6,83.8,0.47200000000000003,2.8,9.0,0.308,36.8,74.8,0.49200000000000005,21.7,29.9,0.727,13.4,28.0,41.4,25.7,10.0,6.7,14.2,22.6,103.6,False
DAL,82,240.6,39.2,79.4,0.494,3.0,8.4,0.36200000000000004,36.1,71.0,0.509,22.5,30.5,0.737,13.4,30.5,44.0,24.0,9.5,6.2,17.4,20.1,103.8,False
POR,82,240.9,40.4,86.1,0.469,3.6,10.1,0.35700000000000004,36.8,75.9,0.484,20.3,27.0,0.75,12.4,30.3,42.6,25.5,8.0,4.8,17.0,23.7,104.6,True
DET,82,240.6,39.7,83.9,0.473,3.3,9.9,0.33399999999999996,36.4,74.0,0.49200000000000005,22.0,29.9,0.736,14.5,31.6,46.1,25.6,8.8,4.5,14.3,19.5,104.7,False
LAL,82,240.9,40.7,85.5,0.47600000000000003,2.8,8.8,0.315,37.9,76.6,0.495,20.5,28.6,0.7170000000000001,15.7,30.9,46.5,26.4,8.1,5.2,16.4,20.2,104.7,False
BOS,82,242.7,40.9,85.8,0.47700000000000004,2.8,8.1,0.34700000000000003,38.1,77.7,0.491,20.4,27.0,0.754,13.8,30.6,44.4,25.5,8.4,5.0,15.5,21.2,105.1,False
PHI,82,241.5,43.3,89.5,0.484,3.2,9.7,0.331,40.1,79.8,0.502,15.8,21.3,0.7440000000000001,14.7,31.8,46.5,28.7,9.8,4.7,14.5,21.1,105.6,False
GSW,82,241.2,41.8,89.4,0.46799999999999997,3.7,10.6,0.35100000000000003,38.1,78.8,0.483,18.8,25.7,0.731,16.1,29.4,45.5,26.6,10.3,5.0,17.4,22.8,106.1,True
CHO,82,241.8,42.2,89.7,0.47100000000000003,3.9,11.2,0.34600000000000003,38.4,78.6,0.488,18.4,24.8,0.74,14.8,30.1,44.9,25.8,7.7,5.2,15.4,21.5,106.7,False
SAC,82,240.9,41.0,85.6,0.479,3.4,9.4,0.359,37.6,76.2,0.494,21.5,29.9,0.722,14.5,31.4,45.9,25.0,9.1,6.1,16.4,23.1,106.9,False
WSB,82,240.3,43.5,85.7,0.508,3.1,8.8,0.349,40.5,76.9,0.526,17.6,24.3,0.723,13.6,28.8,42.5,25.8,9.9,5.7,15.7,22.2,107.7,False
LAC,82,241.2,42.8,90.5,0.473,3.8,10.8,0.349,39.1,79.7,0.49,19.3,26.9,0.7170000000000001,16.4,31.3,47.8,27.1,11.0,5.8,16.6,21.8,108.7,False
