Team,G,MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_Made_Playoffs
NJN,82,242.7,36.7,80.8,0.45399999999999996,6.6,17.3,0.384,30.0,63.5,0.473,18.0,24.3,0.74,12.5,28.7,41.3,22.9,8.1,6.3,15.5,23.5,97.9,False
LAL,82,240.0,38.0,83.0,0.45799999999999996,5.4,14.7,0.36700000000000005,32.6,68.3,0.478,17.0,23.1,0.738,14.0,28.2,42.2,24.5,7.2,5.9,16.3,22.0,98.5,True
ORL,82,242.1,37.3,82.1,0.45399999999999996,6.0,16.5,0.366,31.3,65.6,0.47700000000000004,18.3,24.8,0.736,13.3,28.8,42.1,22.8,7.9,4.0,15.1,22.3,99.0,True
VAN,82,242.4,37.6,79.1,0.475,5.6,15.0,0.374,32.0,64.1,0.498,19.0,26.0,0.733,13.4,31.1,44.5,24.2,8.5,5.8,17.4,21.8,99.8,False
DEN,82,241.8,37.7,82.2,0.45899999999999996,5.5,15.1,0.36700000000000005,32.2,67.1,0.479,19.5,25.7,0.76,11.4,29.1,40.5,22.9,7.5,5.1,13.8,23.2,100.4,False
HOU,82,241.5,38.8,84.3,0.46,5.9,16.4,0.359,32.9,67.9,0.484,17.4,24.5,0.7070000000000001,13.7,30.5,44.2,23.7,8.2,4.9,14.9,22.5,100.7,True
MIL,82,240.6,37.6,78.3,0.48,6.3,15.8,0.397,31.3,62.5,0.501,19.4,26.7,0.725,12.2,28.1,40.3,23.7,7.9,4.5,14.8,21.4,100.9,False
WSB,82,241.5,37.3,81.1,0.46,4.6,13.5,0.342,32.7,67.6,0.484,22.2,29.0,0.7659999999999999,13.5,28.9,42.4,20.6,8.5,4.8,16.6,23.1,101.5,False
SAC,82,240.9,36.4,78.8,0.462,5.6,14.8,0.379,30.8,64.0,0.48200000000000004,23.8,31.7,0.7509999999999999,12.9,28.2,41.1,22.0,9.4,6.2,16.5,24.5,102.3,True
LAC,82,240.6,37.7,78.9,0.478,5.4,14.6,0.37200000000000005,32.3,64.3,0.502,22.2,29.8,0.746,12.6,28.8,41.4,20.2,8.4,4.9,16.5,22.7,103.0,False
GSW,82,240.9,39.1,82.4,0.475,5.8,16.0,0.365,33.3,66.4,0.501,19.1,25.6,0.746,13.6,28.0,41.5,25.6,8.5,4.7,16.8,23.9,103.1,False
MIN,82,241.2,37.6,80.3,0.469,6.5,17.0,0.38,31.2,63.3,0.49200000000000005,21.5,28.9,0.7440000000000001,12.6,28.3,40.9,24.0,8.8,6.1,16.4,23.7,103.2,False
CHO,82,242.4,39.7,81.1,0.489,6.5,16.3,0.396,33.2,64.8,0.513,17.6,23.9,0.736,11.6,28.8,40.4,25.0,6.5,4.5,14.8,22.3,103.4,False
PHO,82,243.4,39.2,83.4,0.47100000000000003,6.7,18.2,0.369,32.5,65.2,0.499,18.8,25.4,0.7390000000000001,12.2,29.0,41.3,25.5,7.1,5.1,14.5,24.5,104.0,True
PHI,82,240.6,40.0,82.9,0.483,6.4,17.3,0.37,33.6,65.5,0.513,18.0,24.2,0.741,14.2,30.2,44.4,25.7,8.8,5.7,15.7,23.3,104.5,False
TOR,82,241.8,38.4,80.8,0.475,6.3,17.3,0.36700000000000005,32.0,63.5,0.504,21.9,29.5,0.745,13.4,27.7,41.1,24.3,9.3,5.9,16.2,21.2,105.0,False
BOS,82,242.7,40.2,83.6,0.48100000000000004,5.1,14.2,0.35700000000000004,35.1,69.4,0.506,21.5,28.9,0.747,12.7,31.6,44.3,23.4,8.1,6.0,16.0,24.0,107.0,False
DAL,82,243.0,41.5,84.4,0.49200000000000005,5.7,14.5,0.39399999999999996,35.8,69.9,0.512,18.7,25.6,0.732,13.3,33.2,46.5,24.1,8.6,6.5,16.4,22.5,107.5,False
