Player,Pos,Age,Tm,G,MP,FG%,AvgDistance,2PAr,0-3Ar,3-10Ar,10-16Ar,16-3PAr,3PAr,2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P_Assisted,3P_Assisted,DunksAr,Dunks,3PCornerAr,3PCorner%,HeavesAttempted,Heaves
Mahmoud Abdul-Rauf,PG,28,SAC,31,530,.377,17.5,.886,.051,.044,.183,.608,.114,.405,.500,.250,.360,.422,.161,.633,.600,.000,0,.000,,0,0
Tariq Abdul-Wahad,SG,23,SAC,59,959,.403,12.0,.947,.308,.168,.171,.300,.053,.414,.645,.267,.279,.336,.211,.636,.750,.106,35,.263,.200,1,0
Shareef Abdur-Rahim,SF,21,VAN,82,2950,.485,8.0,.962,.429,.258,.117,.160,.038,.488,.654,.349,.318,.386,.412,.581,.952,.115,147,.745,.474,0,0
Cory Alexander,PG,24,TOT,60,1298,.428,18.7,.560,.143,.040,.078,.300,.440,.469,.632,.313,.323,.450,.375,.305,.712,.013,5,.119,.286,0,0
Cory Alexander,PG,24,SAS,37,501,.414,18.4,.559,.110,.055,.103,.290,.441,.494,.813,.250,.400,.452,.313,.250,.700,.007,1,.109,.286,0,0
Cory Alexander,PG,24,DEN,23,797,.435,18.9,.561,.161,.031,.063,.306,.439,.455,.561,.375,.250,.449,.411,.338,.717,.016,4,.125,.286,0,0
Ray Allen*,SG,22,MIL,82,3287,.428,15.8,.720,.185,.100,.213,.223,.280,.453,.617,.282,.407,.437,.364,.385,.761,.030,35,.155,.386,14,1
Derek Anderson,SF,23,CLE,66,1839,.408,12.6,.857,.304,.111,.188,.254,.143,.442,.579,.308,.364,.396,.202,.486,.647,.051,29,.131,.455,5,0
Greg Anderson,C,33,ATL,50,398,.444,8.7,.938,.741,.148,.037,.012,.062,.474,.517,.333,.333,.000,.000,.556,,.049,4,.000,,0,0
Kenny Anderson,PG,27,TOT,61,1858,.398,14.7,.763,.274,.086,.142,.260,.237,.411,.503,.345,.427,.326,.356,.280,.632,.000,0,.075,.417,0,0
Kenny Anderson,PG,27,POR,45,1472,.387,15.0,.748,.285,.078,.137,.249,.252,.398,.480,.341,.389,.328,.353,.293,.660,.000,0,.090,.417,0,0
Kenny Anderson,PG,27,BOS,16,386,.435,13.7,.816,.238,.116,.163,.299,.184,.450,.600,.353,.542,.318,.370,.241,.500,.000,0,.000,,0,0
Nick Anderson,SF,30,ORL,58,1701,.455,14.5,.716,.218,.203,.102,.194,.284,.493,.640,.458,.312,.459,.360,.504,.909,.019,13,.121,.385,3,0
Shandon Anderson,SG,24,UTA,82,1602,.538,8.5,.936,.584,.160,.086,.106,.064,.560,.688,.325,.326,.396,.219,.805,1.000,.062,30,.250,.125,1,0
Chris Anstey,C,23,DAL,41,680,.398,14.1,.931,.264,.056,.078,.532,.069,.414,.639,.615,.000,.341,.188,.697,1.000,.074,17,.375,.333,0,0
Greg Anthony,PG,30,SEA,80,1021,.430,16.9,.544,.195,.117,.054,.178,.456,.442,.529,.366,.421,.403,.415,.274,.818,.000,0,.296,.426,1,0
B.J. Armstrong,PG,30,TOT,66,831,.493,14.8,.836,.155,.136,.183,.362,.164,.539,.758,.414,.359,.584,.257,.604,1.000,.000,0,.171,.000,0,0
B.J. Armstrong,PG,30,GSW,4,59,.316,14.2,.947,.158,.158,.211,.421,.053,.333,.667,.333,.250,.250,.000,.500,,.000,0,.000,,0,0
B.J. Armstrong,PG,30,CHH,62,772,.510,14.9,.825,.155,.134,.180,.356,.175,.563,.767,.423,.371,.623,.265,.611,1.000,.000,0,.176,.000,0,0
Darrell Armstrong,PG,29,ORL,48,1236,.411,14.9,.821,.232,.074,.221,.295,.179,.420,.625,.286,.345,.348,.368,.351,.840,.024,6,.147,.400,2,0
Vincent Askew,SG,31,POR,30,443,.352,8.8,.963,.278,.426,.167,.093,.037,.365,.667,.217,.222,.400,.000,.684,,.019,1,.500,.000,0,0
Keith Askins,SF,30,MIA,46,681,.320,20.0,.393,.090,.057,.000,.246,.607,.375,.727,.429,,.233,.284,.611,1.000,.016,2,.649,.292,0,0
Stacey Augmon,SG,29,POR,71,1445,.414,9.1,.981,.446,.301,.126,.108,.019,.419,.572,.241,.340,.375,.143,.562,.000,.081,27,.000,,3,0
Isaac Austin,C,28,TOT,78,2266,.466,8.8,.991,.374,.266,.203,.147,.009,.470,.653,.328,.362,.414,.000,.667,,.124,97,.250,.000,0,0
Isaac Austin,C,28,MIA,52,1371,.474,8.3,.994,.398,.273,.184,.139,.006,.476,.651,.338,.337,.432,.000,.710,,.133,63,.000,,0,0
Isaac Austin,C,28,LAC,26,895,.454,9.5,.985,.336,.257,.233,.159,.015,.461,.658,.310,.392,.389,.000,.597,,.109,34,.400,.000,0,0
Vin Baker,C,26,SEA,82,2944,.542,7.4,.994,.410,.318,.147,.119,.006,.545,.736,.422,.398,.396,.143,.600,1.000,.104,116,.143,.000,2,1
Charles Barkley*,PF,34,HOU,68,2243,.485,10.5,.887,.409,.176,.187,.116,.113,.520,.645,.435,.374,.442,.214,.332,.500,.063,43,.357,.267,3,0
Dana Barros,PG,30,BOS,80,1686,.461,17.6,.596,.169,.067,.074,.286,.404,.499,.602,.463,.289,.500,.407,.392,.780,.000,0,.049,.250,1,0
Brent Barry,SG,26,TOT,58,1600,.421,17.0,.547,.229,.097,.063,.158,.453,.444,.647,.327,.313,.275,.393,.439,.700,.032,14,.131,.333,0,0
Brent Barry,SG,26,LAC,41,1341,.428,16.7,.561,.241,.106,.061,.153,.439,.450,.636,.319,.333,.294,.400,.429,.679,.032,12,.118,.304,0,0
Brent Barry,SG,26,MIA,17,259,.371,18.9,.452,.145,.032,.081,.194,.548,.393,.778,.500,.200,.167,.353,.545,.833,.032,2,.206,.429,0,0
Drew Barry,PG,24,ATL,27,256,.474,19.4,.447,.263,.000,.000,.184,.553,.529,.500,,,.571,.429,.667,.889,.000,0,.095,.500,0,0
Jon Barry,SG,28,LAL,49,374,.365,20.6,.413,.115,.010,.077,.212,.587,.465,.667,.000,.250,.455,.295,.900,.889,.000,0,.180,.364,1,0
Tony Battie,PF,21,DEN,65,1506,.446,10.8,.973,.276,.177,.290,.230,.027,.452,.724,.398,.362,.281,.214,.658,1.000,.166,78,.143,.000,1,0
Corey Beck,PG,26,CHH,59,738,.459,10.9,.975,.277,.201,.270,.226,.025,.458,.614,.406,.256,.556,.500,.507,.500,.000,0,.000,,1,0
Benoit Benjamin,C,33,PHI,14,197,.537,7.1,1.000,.463,.317,.195,.024,.000,.537,.632,.462,.375,1.000,,.682,,.049,2,,,0,0
Mario Bennett,PF,24,LAL,45,354,.593,5.7,.985,.696,.207,.067,.015,.015,.594,.787,.143,.111,.000,.500,.646,.000,.333,43,.000,,0,0
David Benoit,SF,29,TOT,77,1123,.373,17.2,.583,.130,.091,.154,.208,.417,.408,.660,.432,.190,.400,.324,.649,.927,.029,11,.306,.385,1,0
David Benoit,SF,29,NJN,53,799,.379,18.0,.558,.123,.071,.134,.230,.442,.407,.606,.421,.194,.419,.345,.721,.927,.026,6,.303,.389,1,0
David Benoit,SF,29,ORL,24,324,.360,15.8,.633,.144,.129,.194,.165,.367,.409,.750,.444,.185,.348,.275,.528,.929,.036,5,.314,.375,0,0
Travis Best,PG,25,IND,82,1547,.419,14.0,.854,.225,.125,.146,.358,.146,.439,.685,.283,.314,.390,.300,.194,.952,.000,0,.100,.143,3,1
Chauncey Billups*,PG,21,TOT,80,2216,.374,15.5,.566,.251,.144,.103,.068,.434,.408,.484,.361,.351,.314,.329,.312,.542,.011,8,.080,.269,0,0
Chauncey Billups*,PG,21,BOS,51,1296,.390,14.9,.584,.251,.172,.088,.073,.416,.426,.500,.423,.350,.273,.339,.283,.563,.009,4,.069,.154,0,0
Chauncey Billups*,PG,21,TOR,29,920,.349,16.5,.539,.251,.102,.125,.061,.461,.377,.459,.200,.351,.389,.316,.367,.512,.014,4,.096,.385,0,0
Mookie Blaylock,PG,30,ATL,70,2700,.392,16.9,.644,.219,.053,.119,.253,.356,.460,.649,.160,.357,.409,.269,.309,.633,.000,0,.108,.194,3,2
Corie Blount,PF,29,LAL,70,1029,.572,8.1,.979,.551,.214,.118,.096,.021,.585,.709,.425,.318,.556,.000,.794,,.246,43,.000,,1,0
Muggsy Bogues,PG,33,TOT,61,1570,.437,14.8,.950,.115,.084,.269,.483,.050,.446,.405,.407,.460,.455,.250,.467,.500,.000,0,.188,.000,1,0
Muggsy Bogues,PG,33,CHH,2,16,.400,14.4,1.000,.400,.000,.000,.600,.000,.400,.500,,,.333,,1.000,,.000,0,,,0,0
Muggsy Bogues,PG,33,GSW,59,1554,.437,14.8,.950,.110,.085,.274,.481,.050,.447,.400,.407,.460,.458,.250,.459,.500,.000,0,.188,.000,1,0
Etdrick Bohannon,PF,24,IND,5,11,.000,11.5,1.000,.000,.250,.750,.000,.000,.000,,.000,.000,,,,,.000,0,,,0,0
Keith Booth,SF,23,CHI,6,17,.333,11.7,.833,.500,.000,.167,.167,.167,.400,.333,,.000,1.000,.000,.500,,.000,0,.000,,0,0
Bruce Bowen,SF,26,BOS,61,1305,.409,11.4,.802,.336,.215,.087,.164,.198,.427,.630,.203,.385,.327,.339,.598,.900,.030,9,.390,.391,2,0
Anthony Bowie,SG,34,NYK,27,224,.542,14.1,.932,.203,.068,.186,.475,.068,.527,.833,.750,.636,.321,.750,.828,1.000,.000,0,.750,.667,0,0
Shawn Bradley,C,25,DAL,64,1822,.422,9.1,.996,.267,.384,.266,.079,.004,.422,.537,.425,.323,.357,.333,.528,1.000,.058,38,.000,,0,0
Terrell Brandon,PG,27,MIL,50,1784,.464,14.8,.873,.192,.057,.252,.373,.127,.483,.686,.381,.386,.458,.333,.442,.742,.007,5,.129,.333,3,0
Tim Breaux,SF,27,MIL,6,30,.364,14.2,.727,.182,.273,.091,.182,.273,.375,.500,.667,.000,.000,.333,.333,1.000,.000,0,.333,.000,0,0
Scott Brooks,PG,32,CLE,43,312,.424,14.3,.833,.106,.242,.182,.303,.167,.418,.429,.250,.417,.550,.455,.522,1.000,.000,0,.000,,0,0
Chucky Brown,SF,29,ATL,77,1202,.433,10.6,.978,.237,.247,.320,.175,.022,.437,.659,.337,.361,.415,.250,.654,.500,.062,20,.000,,0,0
Dee Brown,SG,29,TOT,72,1719,.438,19.4,.518,.109,.027,.064,.319,.482,.474,.721,.200,.333,.441,.399,.630,.861,.009,5,.210,.404,0,0
Dee Brown,SG,29,BOS,41,811,.427,19.1,.557,.114,.024,.067,.353,.443,.465,.690,.333,.294,.433,.381,.712,.884,.004,1,.204,.348,0,0
Dee Brown,SG,29,TOR,31,908,.446,19.7,.485,.104,.029,.062,.290,.515,.483,.750,.111,.368,.449,.411,.556,.846,.013,4,.215,.441,0,0
P.J. Brown,PF,28,MIA,74,2362,.471,9.6,1.000,.286,.256,.276,.181,.000,.471,.704,.338,.399,.402,,.755,,.115,64,,,0,0
Randy Brown,PG,29,CHI,71,1147,.384,11.6,.983,.387,.103,.175,.318,.017,.391,.513,.226,.226,.385,.000,.681,,.026,7,.200,.000,0,0
Rick Brunson,PG,25,POR,38,622,.348,17.1,.567,.298,.071,.035,.163,.433,.338,.429,.000,.200,.348,.361,.556,.682,.000,0,.197,.167,1,0
Kobe Bryant*,SF,19,LAL,79,2056,.428,13.7,.759,.317,.138,.162,.142,.241,.456,.630,.325,.345,.323,.341,.443,.827,.083,69,.050,.273,3,0
Mark Bryant,C,32,PHO,70,1110,.484,7.0,.996,.373,.480,.120,.022,.004,.487,.607,.435,.296,.600,.000,.642,,.071,14,.000,,1,0
Jud Buechler,SF,29,CHI,74,608,.483,19.2,.631,.102,.017,.057,.455,.369,.541,.889,.667,.500,.463,.385,.883,.960,.028,5,.400,.385,0,0
Matt Bullard,SF,30,HOU,67,1190,.450,19.7,.406,.064,.067,.111,.165,.594,.500,.800,.462,.372,.484,.416,.658,1.000,.018,5,.121,.357,0,0
Scott Burrell,SF,27,CHI,80,1096,.424,16.7,.616,.275,.051,.072,.219,.384,.468,.534,.316,.259,.488,.354,.722,.902,.056,20,.354,.392,2,0
Willie Burton,SF,29,SAS,13,43,.381,16.8,.571,.238,.095,.000,.238,.429,.417,.600,.500,,.200,.333,.400,1.000,.143,2,.333,.333,0,0
Mitchell Butler,SG,27,CLE,18,206,.319,11.0,.872,.383,.277,.085,.128,.128,.341,.444,.231,.000,.500,.167,.786,1.000,.043,2,.167,.000,0,0
Jason Caffey,PF,24,TOT,80,1423,.485,7.5,.996,.412,.300,.221,.062,.004,.487,.688,.279,.379,.552,.000,.606,,.137,62,.000,,0,0
Jason Caffey,PF,24,CHI,51,710,.503,7.6,.995,.442,.261,.226,.065,.005,.505,.716,.327,.244,.692,.000,.670,,.166,32,.000,,0,0
Jason Caffey,PF,24,GSW,29,713,.472,7.4,.996,.390,.330,.217,.060,.004,.474,.663,.250,.483,.438,.000,.556,,.116,30,.000,,0,0
Michael Cage,C,36,NJN,79,1201,.512,7.4,.988,.548,.345,.060,.036,.012,.518,.717,.310,.200,.000,.000,.558,,.107,8,.000,,0,0
Adrian Caldwell,PF,31,DAL,1,3,,,,,,,,,,,,,,,,,,0,,,0,0
Marcus Camby,C,23,TOR,63,2002,.412,9.5,.997,.396,.246,.226,.129,.003,.413,.554,.326,.320,.313,.000,.636,,.104,65,.000,,1,0
Elden Campbell,PF,29,LAL,81,1784,.463,7.4,.997,.353,.446,.183,.016,.003,.463,.641,.392,.325,.100,.500,.590,.000,.114,64,.500,.000,0,0
Antoine Carr,PF,36,UTA,66,1086,.465,11.2,1.000,.234,.215,.231,.320,.000,.465,.671,.343,.347,.481,,.728,,.062,19,,,0,0
Chris Carr,SG,23,MIN,51,1165,.420,15.2,.719,.157,.126,.197,.239,.281,.462,.648,.439,.315,.472,.315,.713,.950,.033,14,.268,.441,0,0
Sam Cassell,PG,28,NJN,75,2606,.441,13.9,.931,.216,.096,.242,.376,.069,.460,.580,.279,.379,.490,.188,.331,.600,.002,2,.100,.125,3,0
Kelvin Cato,C,23,POR,74,1007,.428,7.8,.987,.459,.306,.170,.052,.013,.434,.629,.314,.179,.250,.000,.745,,.262,50,.333,.000,1,0
Duane Causwell,C,29,MIA,37,363,.416,7.9,1.000,.438,.371,.146,.045,.000,.416,.513,.394,.308,.000,,.730,,.236,17,,,0,0
Cedric Ceballos,SF,28,TOT,47,990,.492,11.0,.831,.496,.092,.104,.140,.169,.530,.626,.526,.349,.328,.300,.612,.952,.084,34,.357,.440,0,0
Cedric Ceballos,SF,28,PHO,35,626,.500,10.8,.806,.539,.081,.081,.105,.194,.548,.626,.524,.333,.333,.300,.667,1.000,.097,24,.340,.412,0,0
Cedric Ceballos,SF,28,DAL,12,364,.478,11.3,.873,.427,.108,.140,.197,.127,.504,.627,.529,.364,.323,.300,.522,.833,.064,10,.400,.500,0,0
Tom Chambers,PF,38,PHI,1,10,1.000,9.1,1.000,.500,.000,.000,.500,.000,1.000,1.000,,,1.000,,1.000,,.000,0,,,0,0
Rex Chapman,SG,30,PHO,68,2263,.427,16.9,.675,.138,.091,.167,.278,.325,.447,.515,.391,.400,.459,.386,.736,.958,.014,13,.228,.423,1,0
Calbert Cheaney,SG,26,WAS,82,2841,.457,11.9,.946,.205,.198,.228,.315,.054,.467,.721,.387,.299,.472,.283,.667,.667,.040,39,.283,.333,0,0
Pete Chilcutt,PF,29,VAN,82,1420,.435,17.4,.638,.142,.056,.114,.326,.362,.445,.608,.350,.220,.470,.415,.824,1.000,.017,4,.108,.286,0,0
Chris Childs,PG,30,NYK,68,1599,.421,16.3,.754,.251,.079,.144,.280,.246,.457,.551,.393,.353,.444,.310,.303,.815,.000,0,.057,.000,6,0
Doug Christie,SG,27,TOR,78,2939,.428,14.5,.713,.314,.097,.115,.188,.287,.469,.610,.279,.301,.433,.326,.528,.830,.069,71,.241,.378,2,0
Keith Closs,C,21,LAC,58,740,.449,8.2,1.000,.377,.319,.184,.121,.000,.449,.718,.273,.211,.440,,.505,,.208,40,,,0,0
Derrick Coleman,PF,30,PHI,59,2135,.411,11.0,.887,.247,.262,.234,.144,.113,.429,.664,.326,.355,.336,.265,.570,.962,.073,58,.071,.286,0,0
Bimbo Coles,PG,29,GSW,53,1471,.379,14.8,.870,.164,.098,.233,.374,.130,.402,.556,.302,.333,.402,.228,.438,.769,.009,4,.123,.143,0,0
James Collins,SG,24,LAC,23,103,.382,16.6,.636,.236,.127,.036,.236,.364,.343,.462,.286,.500,.231,.450,.500,.778,.036,2,.150,.000,1,0
Marty Conlon,C,30,MIA,18,209,.452,11.3,1.000,.339,.177,.210,.274,.000,.452,.524,.364,.231,.588,,.786,,.000,0,,,0,0
Tyrone Corbin,SF,35,ATL,79,2699,.439,16.3,.811,.175,.044,.165,.427,.189,.460,.534,.364,.309,.498,.348,.860,1.000,.004,2,.028,.250,0,0
James Cotton,SG,22,SEA,9,33,.381,11.7,.810,.381,.143,.143,.143,.190,.471,.625,.333,.000,.667,.000,.875,,.095,1,.500,.000,0,0
Chris Crawford,PF,22,ATL,40,256,.418,8.3,.973,.500,.300,.073,.100,.027,.421,.527,.212,.125,.727,.333,.511,1.000,.055,5,.333,.000,0,0
Austin Croshere,PF,22,IND,26,243,.372,13.7,.849,.174,.163,.116,.395,.151,.384,.533,.357,.300,.353,.308,.643,.750,.035,3,.462,.333,0,0
John Crotty,PG,28,POR,26,379,.322,14.5,.778,.433,.044,.078,.222,.222,.329,.462,.000,.143,.200,.300,.522,.667,.000,0,.250,.200,0,0
Terry Cummings,PF,36,TOT,74,1185,.467,10.4,.998,.259,.210,.332,.196,.002,.468,.577,.344,.415,.548,.000,.685,,.012,5,.000,,0,0
Terry Cummings,PF,36,PHI,44,656,.458,11.0,.995,.241,.170,.330,.255,.005,.460,.569,.278,.400,.556,.000,.722,,.014,3,.000,,0,0
Terry Cummings,PF,36,NYK,30,529,.477,9.8,1.000,.278,.250,.333,.139,.000,.477,.583,.389,.431,.533,,.650,,.009,2,,,0,0
William Cunningham,C,23,TOT,7,39,.444,7.9,1.000,.333,.444,.222,.000,.000,.444,.667,.500,.000,,,.500,,.222,2,,,0,0
William Cunningham,C,23,UTA,6,38,.444,7.9,1.000,.333,.444,.222,.000,.000,.444,.667,.500,.000,,,.500,,.222,2,,,0,0
William Cunningham,C,23,PHI,1,1,,,,,,,,,,,,,,,,,,0,,,0,0
Bill Curley,PF,25,MIN,11,146,.485,11.7,.970,.121,.333,.333,.182,.030,.500,.500,.364,.455,.833,.000,.688,,.000,0,.000,,0,0
Dell Curry,SG,33,CHH,52,971,.447,16.6,.666,.157,.094,.097,.318,.334,.460,.750,.195,.357,.428,.421,.789,.934,.007,3,.317,.457,0,0
Michael Curry,SG,29,MIL,82,1978,.469,13.4,.978,.278,.074,.127,.500,.022,.469,.621,.387,.377,.421,.444,.745,.500,.081,32,.000,,0,0
Erick Dampier,C,22,GSW,82,2656,.445,6.7,.997,.387,.417,.159,.034,.003,.446,.670,.303,.270,.481,.000,.537,,.116,86,.000,,0,0
Antonio Daniels,SG,22,VAN,74,1956,.416,12.4,.905,.237,.168,.219,.281,.095,.438,.546,.391,.392,.409,.212,.433,.909,.027,15,.077,.250,1,0
Lloyd Daniels,SG,30,TOR,6,82,.414,16.4,.690,.069,.241,.069,.310,.310,.500,.500,.571,.500,.444,.222,.700,1.000,.000,0,.111,.000,0,0
Yinka Dare,C,25,NJN,10,60,.222,7.9,1.000,.333,.500,.167,.000,.000,.222,.167,.222,.333,,,1.000,,.056,1,,,0,0
Antonio Davis,PF,29,IND,82,2191,.481,7.3,.994,.428,.292,.144,.131,.006,.484,.646,.344,.355,.406,.000,.705,,.148,73,.333,.000,0,0
Ben Davis,PF,25,NYK,7,13,.200,6.7,1.000,.700,.200,.000,.100,.000,.200,.143,.000,,1.000,,.500,,.000,0,,,0,0
Dale Davis,C,28,IND,78,2174,.548,5.4,1.000,.514,.313,.151,.022,.000,.548,.730,.333,.400,.364,,.626,,.205,97,,,0,0
Emanual Davis,PG,29,HOU,45,599,.444,17.2,.493,.268,.049,.070,.106,.507,.514,.553,.429,.300,.600,.375,.583,.926,.007,0,.208,.400,0,0
Hubert Davis,SG,27,DAL,81,2378,.456,18.0,.700,.117,.066,.091,.425,.300,.464,.511,.451,.357,.475,.439,.562,.891,.001,0,.130,.367,0,0
Mark Davis,SF,24,PHI,71,906,.447,8.7,.975,.496,.201,.111,.168,.025,.458,.645,.265,.185,.317,.000,.651,,.061,14,.000,,0,0
Terry Davis,PF,30,WAS,74,1705,.496,5.4,.996,.598,.246,.125,.027,.004,.498,.549,.476,.406,.000,.000,.551,,.063,15,1.000,.000,0,0
Todd Day,SG,28,MIA,5,69,.355,17.8,.613,.194,.032,.032,.355,.387,.474,.833,1.000,1.000,.182,.167,.444,.500,.000,0,.250,.000,0,0
Andrew DeClercq,C,24,BOS,81,1523,.497,5.2,.997,.653,.268,.068,.009,.003,.499,.554,.462,.130,.333,.000,.562,,.074,24,.000,,0,0
Terry Dehere,PG,26,SAC,77,1410,.399,17.6,.707,.164,.055,.071,.417,.293,.408,.473,.400,.188,.420,.379,.615,.860,.009,4,.189,.480,0,0
Vinny Del Negro,SG,31,SAS,54,1721,.441,15.6,.919,.081,.084,.261,.493,.081,.441,.462,.350,.432,.458,.436,.691,.706,.000,0,.051,.500,0,0
Bison Dele,C,28,DET,78,2619,.511,8.3,.997,.324,.302,.317,.054,.003,.511,.724,.420,.391,.446,.333,.675,.000,.146,141,.333,1.000,0,0
Tony Delk,PG,24,TOT,77,1681,.393,16.6,.803,.108,.095,.193,.407,.197,.424,.605,.342,.344,.434,.268,.676,.643,.008,5,.089,.500,4,1
Tony Delk,PG,24,CHH,3,34,.750,15.3,.750,.250,.000,.000,.500,.250,.667,1.000,,,.500,1.000,1.000,.000,.000,0,.000,,0,0
Tony Delk,PG,24,GSW,74,1647,.392,16.6,.804,.107,.096,.194,.407,.196,.423,.600,.342,.344,.433,.263,.674,.659,.008,5,.090,.500,4,1
Vlade Divac*,C,29,CHH,64,1805,.498,8.7,.974,.409,.280,.116,.170,.026,.506,.644,.453,.290,.407,.214,.674,1.000,.065,30,.143,.500,0,0
Sherman Douglas,PG,31,NJN,80,1699,.495,11.3,.911,.404,.140,.138,.229,.089,.514,.678,.375,.324,.424,.304,.336,.571,.000,0,.022,.000,1,0
Clyde Drexler*,SG,35,HOU,70,2473,.427,14.5,.685,.335,.059,.133,.158,.315,.477,.654,.210,.277,.371,.317,.439,.821,.027,28,.123,.317,1,0
Chris Dudley,C,32,NYK,51,858,.406,7.2,1.000,.420,.497,.077,.007,.000,.406,.583,.282,.182,1.000,,.586,,.098,14,,,0,0
Joe Dumars*,SG,34,DET,72,2326,.416,20.4,.461,.014,.044,.190,.214,.539,.468,.545,.371,.480,.473,.371,.374,.835,.000,0,.073,.290,0,0
Tony Dumas,SG,25,CLE,7,47,.500,11.8,.667,.417,.000,.167,.083,.333,.500,.800,,.000,.000,.500,.750,1.000,.000,0,.500,.000,0,0
Tim Duncan*,PF,21,SAS,82,3204,.549,7.4,.992,.373,.365,.189,.065,.008,.553,.681,.509,.416,.464,.000,.574,,.120,149,.100,.000,1,0
Ledell Eackles,SG,31,WAS,42,547,.429,14.2,.737,.183,.166,.211,.177,.263,.457,.625,.310,.351,.548,.348,.644,1.000,.006,1,.391,.222,0,0
Tyus Edney,PG,24,BOS,52,623,.431,9.5,.954,.468,.162,.125,.199,.046,.437,.495,.400,.259,.442,.300,.300,.667,.005,1,.100,1.000,3,0
Blue Edwards,SG,32,VAN,81,1968,.439,13.5,.838,.214,.167,.133,.323,.162,.460,.730,.315,.303,.421,.333,.692,1.000,.036,26,.200,.375,3,0
Kevin Edwards,SG,32,TOT,39,487,.345,15.8,.909,.182,.097,.121,.509,.091,.340,.333,.125,.250,.405,.400,.804,1.000,.006,1,.200,.333,0,0
Kevin Edwards,SG,32,NJN,27,352,.349,16.3,.896,.189,.066,.123,.519,.104,.347,.300,.143,.308,.400,.364,.818,1.000,.000,0,.182,.000,0,0
Kevin Edwards,SG,32,ORL,12,135,.339,15.0,.932,.169,.153,.119,.492,.068,.327,.400,.111,.143,.414,.500,.778,1.000,.017,1,.250,1.000,0,0
Howard Eisley,PG,25,UTA,82,1726,.441,14.7,.773,.266,.110,.145,.252,.227,.451,.507,.421,.440,.412,.407,.320,.521,.000,0,.093,.636,0,0
Mario Elie,SF,34,HOU,73,1988,.452,15.2,.586,.305,.118,.070,.092,.414,.566,.712,.315,.531,.429,.291,.669,.891,.039,17,.201,.342,3,0
Sean Elliott,SF,29,SAS,36,1012,.403,15.3,.703,.178,.109,.149,.267,.297,.413,.500,.424,.356,.383,.378,.648,1.000,.026,8,.511,.370,0,0
Dale Ellis,SF,37,SEA,79,1939,.497,18.2,.609,.119,.036,.103,.349,.391,.519,.687,.520,.319,.520,.464,.864,.984,.004,3,.223,.541,0,0
Harold Ellis,SF,27,DEN,27,344,.559,7.8,.964,.631,.216,.045,.072,.036,.579,.643,.583,.200,.250,.000,.516,,.126,12,.500,.000,0,0
LaPhonso Ellis,SF,27,DEN,76,2575,.407,14.8,.800,.183,.137,.167,.314,.200,.438,.630,.435,.280,.411,.284,.535,.965,.041,37,.109,.227,0,0
Pervis Ellison,PF,30,BOS,33,447,.571,3.8,1.000,.614,.314,.071,.000,.000,.571,.581,.500,.800,,,.650,,.086,6,,,0,0
Brian Evans,SF,24,TOT,72,893,.394,17.1,.721,.128,.103,.141,.349,.279,.418,.450,.375,.273,.477,.333,.691,.931,.000,0,.322,.321,1,0
Brian Evans,SF,24,ORL,44,561,.374,15.8,.782,.136,.126,.180,.340,.218,.404,.464,.385,.243,.471,.267,.662,1.000,.000,0,.378,.294,0,0
